ROID,DATE,MSISO,FX_CONTRIB,MSNAME,N_ESC_LEAD,N_ESC,FRESO_AP_CAT_1,FRESO_AP_CAT_2,FRESO_HQ_CAT_1,FRESO_HQ_CAT_2,FRESO_CAT_3,N_MEDS,N_OBS_MS,N_OBS_TC,N_MONITORS_NAT,N_MONITORS_POOL_MS,N_MONITORS_FX,N_MONITORS,N_OBS,N_ESC_OBS_MED
RO-01044,28/05/2019,AUT,62120.56,Austria,1,23,0,0,0,0,0,3,0,0,1,0,0,1,0,27
RO-01020,28/05/2019,FRA,42754.79,France,1,36,0,0,0,0,0,2,3,0,0,1,0,1,3,42
RO-01020,28/05/2019,BEL,131.54,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01005,28/05/2019,DEU,100231.97,Germany,1,45,0,0,0,0,0,1,0,0,0,1,0,1,0,47
RO-01003,29/05/2019,DEU,85569.42,Germany,1,44,0,0,0,0,0,2,0,0,0,1,0,1,0,47
RO-01083,30/05/2019,ITA,44440,Italy,2,51,0,0,0,0,0,2,0,0,0,0,0,0,0,55
RO-01054,03/06/2019,SWE,211429.58,Sweden,2,23,0,0,0,0,0,2,0,0,1,0,0,1,0,27
RO-01054,03/06/2019,FIN,22814.89,Finland,1,10,0,0,0,0,0,0,0,0,1,0,0,1,0,11
RO-01054,03/06/2019,NOR,37614.08,Norway,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,8
RO-01029,03/06/2019,DEU,107709.32,Germany,1,45,0,0,0,0,0,2,0,0,0,1,0,1,0,48
RO-01029,03/06/2019,FIN,38854.7,Finland,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11
RO-01069,04/06/2019,FRA,42218.46,France,1,37,0,0,0,0,0,2,3,0,0,1,0,1,3,43
RO-01069,04/06/2019,BEL,127.95,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01009,04/06/2019,DEU,94223.33,Germany,1,36,0,0,0,0,0,1,2,0,0,1,0,1,2,40
RO-01009,04/06/2019,FRA,5793.09,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01039,05/06/2019,DEU,100069.8,Germany,1,74,0,0,0,0,0,2,0,0,0,1,0,1,0,77
RO-01091,06/06/2019,ESP,59007.74,Spain,1,29,0,0,0,0,0,2,0,0,2,0,0,2,0,32
RO-01045,06/06/2019,AUT,69874.93,Austria,1,32,0,0,0,0,0,3,0,0,1,0,0,1,0,36
RO-01031,06/06/2019,DEU,324739.65,Germany,1,67,0,0,0,0,0,2,0,0,0,1,0,1,0,70
RO-01031,06/06/2019,POL,5555,Poland,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01012,06/06/2019,DEU,103474.87,Germany,1,68,0,0,0,0,0,3,0,0,0,2,0,2,0,72
RO-01096,10/06/2019,ITA,47975,Italy,2,87,0,0,0,0,0,2,0,0,1,0,0,1,0,91
RO-01097,11/06/2019,ITA,67619.5,Italy,3,55,0,0,0,0,0,2,0,0,0,0,0,0,0,60
RO-01063,11/06/2019,DEU,394538.79,Germany,1,59,0,0,0,0,0,1,0,0,0,2,0,2,0,61
RO-01027,11/06/2019,DEU,106759.88,Germany,1,58,0,0,0,0,0,4,2,0,0,1,0,1,2,65
RO-00855,11/06/2019,SWE,541261.13,Sweden,2,63,0,0,0,0,0,2,1,0,1,0,0,1,1,68
RO-00855,11/06/2019,AUT,3222.91,Austria,1,39,0,0,0,0,0,0,0,0,1,0,0,1,0,40
RO-01074,12/06/2019,FRA,47727.69,France,1,48,0,0,0,0,0,1,0,0,0,1,0,1,0,50
RO-01065,12/06/2019,DEU,159075.73,Germany,1,39,0,0,0,0,0,1,0,0,0,1,0,1,0,41
RO-01053,12/06/2019,DEU,181741.08,Germany,1,6,0,0,0,0,0,1,0,0,0,1,0,1,0,8
RO-01001,13/06/2019,DEU,424935.72,Germany,1,74,0,0,0,0,0,4,0,0,0,1,0,1,0,79
RO-01001,13/06/2019,AUT,66700.4,Austria,1,19,0,0,0,0,0,0,1,0,1,0,0,1,1,21
RO-01107,17/06/2019,ITA,50348.5,Italy,1,62,0,0,0,0,0,2,0,0,0,0,0,0,0,65
RO-01080,17/06/2019,DEU,433463.22,Germany,1,46,0,0,0,0,0,1,0,0,0,1,0,1,0,48
RO-01070,18/06/2019,FRA,42592.69,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01070,18/06/2019,BEL,130.41,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01042,18/06/2019,SWE,486617.58,Sweden,1,54,0,0,0,0,0,2,0,0,1,0,0,1,0,57
RO-01095,22/06/2019,ITA,137510.72,Italy,2,108,0,0,0,0,0,2,0,0,3,0,0,3,0,112
RO-01112,24/06/2019,ITA,52015,Italy,2,63,0,0,0,0,0,2,0,0,0,0,0,0,0,67
RO-01071,25/06/2019,FRA,41441.57,France,1,37,0,0,0,0,0,2,3,0,0,1,0,1,3,43
RO-01071,25/06/2019,BEL,130.69,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01002,25/06/2019,DEU,282251.92,Germany,1,87,0,0,0,0,0,3,1,0,0,2,0,2,1,92
RO-01002,25/06/2019,FRA,4152.69,France,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
RO-01002,25/06/2019,CHE,41158.69,Switzerland,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
RO-01002,25/06/2019,ITA,79259.75,Italy,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13
RO-00949,25/06/2019,DEU,39115,Germany,1,24,0,0,0,0,0,1,1,0,0,1,0,1,1,27
RO-00970,26/06/2019,AUT,394966.18,Austria,1,74,0,0,0,0,0,3,0,0,1,0,0,1,0,78
RO-00970,26/06/2019,CHE,46141.86,Switzerland,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14
RO-00970,26/06/2019,DEU,28869.01,Germany,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,31
RO-00970,26/06/2019,BGR,5423.7,Bulgaria,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-00970,26/06/2019,HUN,914.94,Hungary,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
RO-01114,27/06/2019,ITA,49338.5,Italy,2,60,0,0,0,0,0,2,0,0,0,0,0,0,0,64
RO-01092,27/06/2019,ESP,146095.16,Spain,1,67,0,0,0,0,0,2,0,0,2,0,0,2,0,70
RO-01035,27/06/2019,DEU,106451.88,Germany,1,42,0,0,0,0,0,4,0,0,0,1,0,1,0,47
RO-01032,27/06/2019,DEU,91918.64,Germany,1,38,0,0,0,0,0,2,0,0,0,1,0,1,0,41
RO-01072,28/06/2019,FRA,104822.37,France,1,34,0,0,0,0,0,2,4,0,0,1,0,1,4,41
RO-01119,01/07/2019,ITA,48884,Italy,1,70,0,0,0,0,0,2,0,0,0,0,0,0,0,73
RO-01102,02/07/2019,FRA,42379.23,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01102,02/07/2019,BEL,135.22,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01047,02/07/2019,DEU,125277.64,Germany,1,64,0,0,0,0,0,3,0,0,0,1,0,1,0,68
RO-01061,03/07/2019,DEU,96212.76,Germany,1,67,0,0,0,0,0,2,0,0,0,1,0,1,0,70
RO-01120,04/07/2019,ITA,49742.5,Italy,2,76,0,0,0,0,0,2,0,0,0,0,0,0,0,80
RO-01060,04/07/2019,AUT,130827.32,Austria,1,40,0,0,0,0,0,3,0,0,1,0,0,1,0,44
RO-01060,04/07/2019,DEU,35466.33,Germany,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,35
RO-01060,04/07/2019,DEU,35466.33,Germany,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01121,09/07/2019,ITA,62620,Italy,2,74,0,0,0,0,0,2,0,0,0,0,0,0,0,78
RO-01103,09/07/2019,FRA,43213.26,France,1,37,0,0,0,0,0,2,3,0,0,1,0,1,3,43
RO-01103,09/07/2019,BEL,1394.61,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01122,11/07/2019,ITA,62468.5,Italy,1,45,0,0,0,0,0,2,0,0,0,0,0,0,0,48
RO-01073,11/07/2019,DEU,114447.54,Germany,1,37,0,0,0,0,0,2,0,0,0,1,0,1,0,40
RO-01139,15/07/2019,ITA,56812.5,Italy,1,63,0,0,0,0,0,2,0,0,0,0,0,0,0,66
RO-01094,15/07/2019,DEU,329803.2,Germany,1,80,0,0,0,0,0,2,0,0,1,1,0,2,0,83
RO-01106,16/07/2019,DEU,284147.6,Germany,1,38,0,0,0,0,0,1,0,0,0,1,0,1,0,40
RO-01104,16/07/2019,FRA,43402.89,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01104,16/07/2019,BEL,130.69,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01125,17/07/2019,ITA,142838.06,Italy,3,85,0,0,0,0,0,2,0,0,0,0,0,0,0,90
RO-01125,17/07/2019,BGR,3169.38,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01124,17/07/2019,ESP,360988.02,Spain,1,96,0,0,0,0,0,2,0,0,2,0,0,2,0,99
RO-01124,17/07/2019,POL,7372.5,Poland,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01124,17/07/2019,BGR,4565.2,Bulgaria,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01146,18/07/2019,ITA,53782.5,Italy,2,53,0,0,0,0,0,2,0,0,0,0,0,0,0,57
RO-01036,22/07/2019,DEU,351339.2,Germany,1,66,0,0,0,0,0,2,0,0,1,1,0,2,0,69
RO-01075,23/07/2019,DEU,39095.74,Germany,2,24,0,0,0,0,0,1,0,0,0,1,0,1,0,27
RO-00916,23/07/2019,GRC,NA,Greece,1,47,0,0,0,0,0,1,0,0,2,0,0,2,0,49
RO-00916,23/07/2019,SWE,48167.39,Sweden,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
RO-00973,24/07/2019,AUT,370970.33,Austria,1,19,0,0,0,0,0,3,1,0,1,0,0,1,1,24
RO-00973,24/07/2019,SWE,18097.47,Sweden,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,5
RO-00973,24/07/2019,DEU,29938,Germany,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,33
RO-00989,25/07/2019,DEU,102682.24,Germany,1,38,0,0,0,0,0,1,0,0,0,1,0,1,0,40
RO-00989,25/07/2019,FRA,3985.07,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01147,29/07/2019,ITA,58681,Italy,2,64,0,0,0,0,0,2,0,0,3,0,0,3,0,68
RO-01088,30/07/2019,DEU,448621.26,Germany,1,73,0,0,0,0,0,2,0,0,0,1,0,1,0,76
RO-01153,01/08/2019,ITA,49692,Italy,2,58,0,0,0,0,0,2,0,0,0,0,0,0,0,62
RO-01155,08/08/2019,ITA,55449,Italy,2,84,0,0,0,0,0,2,0,0,0,0,0,0,0,88
RO-01076,13/08/2019,DEU,105160.98,Germany,1,25,0,0,0,0,0,2,0,0,0,1,0,1,0,28
RO-01099,13/08/2019,DEU,108563.83,Germany,1,44,0,0,0,0,0,4,0,0,1,1,0,2,0,49
RO-01127,13/08/2019,FRA,43320.34,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01127,13/08/2019,BEL,197.72,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01156,15/08/2019,ITA,52015,Italy,2,73,0,0,0,0,0,2,0,0,0,0,0,0,0,77
RO-01123,19/08/2019,DEU,334094.07,Germany,1,82,0,0,0,0,0,2,0,0,0,2,0,2,0,85
RO-01123,19/08/2019,BGR,4565.2,Bulgaria,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01123,19/08/2019,PRT,681.75,Portugal,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01166,19/08/2019,ITA,65650,Italy,2,47,0,0,0,0,0,2,0,0,0,0,0,0,0,51
RO-01128,20/08/2019,FRA,43256.41,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01113,20/08/2019,DEU,55598.24,Germany,1,16,0,0,0,0,0,1,0,0,0,1,0,1,0,18
RO-01100,21/08/2019,DEU,501725.27,Germany,1,99,0,0,0,0,0,2,0,0,1,1,0,2,0,102
RO-01100,21/08/2019,AUT,51556.46,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO-01100,21/08/2019,FIN,40513.12,Finland,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12
RO-01100,21/08/2019,SWE,15682.99,Sweden,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01109,22/08/2019,DEU,83464.1,Germany,1,33,0,0,0,0,0,4,0,0,0,1,0,1,0,38
RO-01167,22/08/2019,ITA,54439,Italy,2,91,0,0,0,0,0,2,0,0,0,0,0,0,0,95
RO-01175,26/08/2019,ITA,48884,Italy,2,52,0,0,0,0,0,2,0,0,0,0,0,0,0,56
RO-01089,27/08/2019,DEU,403064.4,Germany,1,73,0,0,0,0,0,2,0,0,0,1,0,1,0,76
RO-01129,27/08/2019,FRA,42256.86,France,1,0,0,0,0,0,0,2,3,0,0,1,0,1,3,6
RO-00971,28/08/2019,AUT,373713.32,Austria,1,55,0,0,0,0,0,3,0,0,1,0,0,1,0,59
RO-00971,28/08/2019,DEU,35451.59,Germany,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,39
RO-00971,28/08/2019,NLD,NA,Netherlands,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
RO-00971,28/08/2019,CHE,38899.7,Switzerland,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11
RO-00971,28/08/2019,HUN,757.66,Hungary,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01077,28/08/2019,DEU,113570.59,Germany,1,64,0,0,0,0,0,2,0,0,0,1,0,1,0,67
RO-01154,28/08/2019,DEU,141099.6,Germany,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7
RO-01140,29/08/2019,ESP,153707.18,Spain,1,75,0,0,0,0,0,2,0,0,1,0,0,1,0,78
RO-01140,29/08/2019,SWE,55071.2,Sweden,1,7,0,0,0,0,0,0,0,0,1,0,0,1,0,8
RO-01177,29/08/2019,ITA,52924,Italy,2,77,0,0,0,0,0,2,0,0,0,0,0,0,0,81
RO-01160,02/09/2019,DEU,195053.83,Germany,1,8,0,0,0,0,0,1,0,0,0,1,0,1,0,10
RO-01090,03/09/2019,DEU,448412.86,Germany,1,82,0,0,0,0,0,2,0,0,0,2,0,2,0,85
RO-01090,03/09/2019,CHE,18827.92,Switzerland,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01130,03/09/2019,FRA,40238.35,France,1,38,0,0,0,0,0,1,3,0,0,1,0,1,3,43
RO-01130,03/09/2019,BEL,131.54,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01176,03/09/2019,AUT,449999.63,Austria,1,85,0,0,0,0,0,0,0,0,1,0,0,1,0,86
RO-01176,03/09/2019,HUN,12062.52,Hungary,1,24,0,0,0,0,0,2,0,0,1,0,0,1,0,27
RO-01176,03/09/2019,BGR,6913.45,Bulgaria,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01145,04/09/2019,FRA,103310.58,France,1,48,0,0,0,0,0,1,0,0,1,1,0,2,0,50
RO-01041,05/09/2019,DEU,153260.24,Germany,1,62,0,0,0,0,0,4,0,0,1,1,0,2,0,67
RO-01148,05/09/2019,DEU,142799.6,Germany,1,8,0,0,0,0,0,2,0,0,0,1,0,1,0,11
RO-01185,05/09/2019,ITA,48581,Italy,1,94,0,0,0,0,0,2,0,0,0,0,0,0,0,97
RO-01190,09/09/2019,ITA,51611,Italy,2,84,0,0,0,0,0,2,0,0,0,0,0,0,0,88
RO-01087,10/09/2019,DEU,119371.23,Germany,1,40,0,0,0,0,0,2,0,0,0,1,0,1,0,43
RO-01108,10/09/2019,DEU,100296.42,Germany,1,38,0,0,0,0,0,1,0,0,0,1,0,1,0,40
RO-01108,10/09/2019,FRA,5031.11,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01117,10/09/2019,DEU,101098.74,Germany,1,34,0,0,0,0,0,2,0,0,0,1,0,1,0,37
RO-01131,10/09/2019,FRA,45295.18,France,1,36,0,0,0,0,0,2,3,0,0,1,0,1,3,42
RO-01131,10/09/2019,BEL,131.54,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01191,10/09/2019,ITA,64892.5,Italy,1,69,0,0,0,0,0,2,0,0,0,0,0,0,0,72
RO-01056,11/09/2019,SWE,511811.2,Sweden,2,114,0,0,0,0,0,2,0,0,1,0,0,1,0,118
RO-01144,11/09/2019,DEU,365223.22,Germany,1,64,0,0,0,0,0,2,0,0,0,2,0,2,0,67
RO-01134,12/09/2019,AUT,162013.19,Austria,1,23,0,0,0,0,0,3,0,0,1,0,0,1,0,27
RO-01134,12/09/2019,DEU,22930.39,Germany,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,40
RO-01158,12/09/2019,DEU,100207.89,Germany,1,33,0,0,0,0,0,4,0,0,0,1,0,1,0,38
RO-01214,12/09/2019,ITA,48783,Italy,2,81,0,0,0,0,0,2,0,0,0,0,0,0,0,85
RO-01221,16/09/2019,ITA,44238,Italy,1,68,0,0,0,0,0,2,0,0,0,0,0,0,0,71
RO-01115,17/09/2019,DEU,389904.36,Germany,1,39,0,0,0,0,0,2,0,0,0,2,0,2,0,42
RO-01132,17/09/2019,FRA,42188.46,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01132,17/09/2019,BEL,142.45,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01093,18/09/2019,DEU,120077.52,Germany,1,63,0,0,0,0,0,2,0,0,0,1,0,1,0,66
RO-01227,19/09/2019,ESP,71875.14,Spain,1,49,0,0,0,0,0,2,0,0,1,0,0,1,0,52
RO-01235,19/09/2019,ITA,49995,Italy,2,82,0,0,0,0,0,2,0,0,0,0,0,0,0,86
RO-01192,21/09/2019,ITA,1050.02,Italy,1,118,0,0,0,0,0,4,0,0,2,0,0,2,0,123
RO-01238,23/09/2019,ITA,48278,Italy,2,91,0,0,0,0,0,2,0,0,0,0,0,0,0,95
RO-00950,24/09/2019,DEU,40422.31,Germany,1,24,0,0,0,0,0,1,0,0,0,1,0,1,0,26
RO-01066,24/09/2019,DEU,408137.81,Germany,1,127,0,0,0,0,0,2,0,0,0,1,0,1,0,130
RO-01066,24/09/2019,POL,4221.8,Poland,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01133,24/09/2019,FRA,42517.95,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01133,24/09/2019,BEL,131.54,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01135,25/09/2019,AUT,359960.17,Austria,1,47,0,0,0,0,0,3,0,0,1,0,0,1,0,51
RO-01135,25/09/2019,HUN,1563.4,Hungary,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01135,25/09/2019,SWE,30352.6,Sweden,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
RO-01200,25/09/2019,ESP,365249.41,Spain,0,90,0,0,0,0,0,2,0,0,1,0,0,1,0,92
RO-01079,26/09/2019,DEU,88553.61,Germany,1,31,0,0,0,0,0,2,0,0,0,1,0,1,0,34
RO-01118,26/09/2019,DEU,100937.76,Germany,1,66,0,0,0,0,0,4,0,0,0,1,0,1,0,71
RO-01118,26/09/2019,SWE,19465.66,Sweden,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,3
RO-01239,26/09/2019,ITA,48076,Italy,2,88,0,0,0,0,0,2,0,0,3,0,0,3,0,92
RO-01184,27/09/2019,DEU,56000.47,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO-01243,30/09/2019,ITA,48227.5,Italy,2,85,0,0,0,0,0,2,0,0,0,0,0,0,0,89
RO-01048,01/10/2019,SWE,485911.77,Sweden,2,64,0,0,0,0,0,2,0,0,1,0,0,1,0,68
RO-01048,01/10/2019,AUT,78497,Austria,1,34,0,0,0,0,0,0,0,0,1,0,0,1,0,35
RO-01048,01/10/2019,BGR,12686.61,Bulgaria,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
RO-01246,03/10/2019,ITA,48278,Italy,2,87,0,0,0,0,0,2,0,0,0,0,0,0,0,91
RO-01225,04/10/2019,FRA,107148.08,France,1,37,0,0,0,0,0,2,0,0,0,1,0,1,0,40
RO-01250,07/10/2019,ITA,48177,Italy,1,88,0,0,0,0,0,2,0,0,0,0,0,0,0,91
RO-01215,08/10/2019,FRA,42680.45,France,1,38,0,0,0,0,0,2,3,0,0,1,0,1,3,44
RO-01215,08/10/2019,BEL,130.98,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01161,08/10/2019,DEU,451900.26,Germany,1,109,0,0,0,0,0,1,0,0,0,1,0,1,0,111
RO-01149,09/10/2019,AUT,84676.68,Austria,1,19,0,0,0,0,0,3,0,0,1,0,0,1,0,23
RO-01149,09/10/2019,DEU,22810.7,Germany,1,44,0,0,0,0,0,1,0,0,0,0,0,0,0,46
RO-01252,10/10/2019,ITA,48177,Italy,1,72,0,0,0,0,0,2,0,0,0,0,0,0,0,75
RO-01244,11/10/2019,ITA,62418,Italy,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,50
RO-01151,14/10/2019,DEU,87797.11,Germany,1,39,0,0,0,0,0,2,0,0,1,1,0,2,0,42
RO-01245,15/10/2019,ITA,1644.49,Italy,2,90,0,0,0,0,0,2,0,0,2,0,0,2,0,94
RO-01245,15/10/2019,BEL,3175.44,Belgium,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01216,15/10/2019,FRA,43508.41,France,1,38,0,0,0,0,0,1,4,0,0,1,0,1,4,44
RO-01216,15/10/2019,BEL,131.54,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01164,15/10/2019,DEU,143282.61,Germany,1,44,0,0,0,0,0,3,0,0,1,1,0,2,0,48
RO-01201,16/10/2019,HUN,10877.67,Hungary,1,19,0,0,0,0,0,3,0,0,1,0,0,1,0,23
RO-01201,16/10/2019,AUT,12476.53,Austria,1,23,0,0,0,0,0,0,0,0,1,0,0,1,0,24
RO-01201,16/10/2019,SVN,1144.41,Slovenia,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01201,16/10/2019,BGR,6913.45,Bulgaria,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01171,16/10/2019,DEU,101083.29,Germany,1,57,0,0,0,0,0,2,0,0,0,1,0,1,0,60
RO-01261,17/10/2019,ITA,48175.99,Italy,2,90,0,0,0,0,0,2,0,0,0,0,0,0,0,94
RO-01234,17/10/2019,ESP,138683.43,Spain,1,49,0,0,0,0,0,2,0,0,1,0,0,1,0,52
RO-01242,18/10/2019,DEU,113308.89,Germany,1,15,0,0,0,0,0,2,0,0,0,1,0,1,0,18
RO-01262,21/10/2019,ITA,55548.99,Italy,2,85,0,0,0,0,0,2,0,0,2,0,0,2,0,89
RO-01116,21/10/2019,DEU,387049.46,Germany,1,93,0,0,0,0,0,2,0,0,0,1,0,1,0,96
RO-01202,22/10/2019,DEU,312111.66,Germany,1,65,0,0,0,0,0,2,0,0,0,1,0,1,0,68
RO-01159,22/10/2019,DEU,87613.5,Germany,1,42,0,0,0,0,0,4,0,0,0,1,0,1,0,47
RO-01037,22/10/2019,DEU,105497.05,Germany,2,37,0,0,0,0,0,1,0,0,2,1,0,3,0,40
RO-01037,22/10/2019,FRA,4677.71,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01217,23/10/2019,FRA,42707.48,France,1,39,0,0,0,0,0,2,4,0,0,1,0,1,4,46
RO-01217,23/10/2019,BEL,187.82,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01136,23/10/2019,AUT,356318.24,Austria,1,34,0,0,0,0,0,3,0,0,1,0,0,1,0,38
RO-01136,23/10/2019,DEU,29638.74,Germany,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,33
RO-01136,23/10/2019,LUX,31431.05,Luxembourg,2,10,0,0,0,0,0,0,1,0,1,0,0,1,1,13
RO-01269,24/10/2019,ITA,49389,Italy,1,79,0,0,0,0,0,2,0,0,0,0,0,0,0,82
RO-01268,28/10/2019,ITA,49187,Italy,2,87,0,0,0,0,0,2,0,0,0,0,0,0,0,91
RO-01249,28/10/2019,DEU,68349.96,Germany,1,10,0,0,0,0,0,1,0,0,0,1,0,1,0,12
RO-01230,29/10/2019,DEU,57772.05,Germany,1,41,0,0,0,0,0,1,1,0,0,1,0,1,1,44
RO-01218,29/10/2019,FRA,44489.82,France,1,41,0,0,0,0,0,2,4,0,0,1,0,1,4,48
RO-01218,29/10/2019,BEL,149.36,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01189,29/10/2019,DEU,99601.14,Germany,1,60,0,0,0,0,0,4,1,0,0,1,0,1,1,66
RO-01152,29/10/2019,DEU,477586.29,Germany,1,105,0,0,0,0,0,2,0,0,1,1,0,2,0,108
RO-01152,29/10/2019,ITA,64761.2,Italy,2,12,0,0,0,0,0,0,0,0,1,0,0,1,0,14
