ROID,DATE,MSISO,FX_CONTRIB,MSNAME,N_ESC_LEAD,N_ESC,FRESO_AP_CAT_1,FRESO_AP_CAT_2,FRESO_HQ_CAT_1,FRESO_HQ_CAT_2,FRESO_CAT_3,N_MEDS,N_OBS_MS,N_OBS_TC,N_MONITORS_NAT,N_MONITORS_POOL_MS,N_MONITORS_FX,N_MONITORS,N_OBS,N_ESC_OBS_MED
RO-01152,29/10/2019,SWE,21765.12,Sweden,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,5
RO-01275,31/10/2019,ITA,44743,Italy,1,80,0,0,0,0,0,2,0,0,0,0,0,0,0,83
RO-01254,05/11/2019,FRA,43508.71,France,1,45,0,0,0,0,0,2,4,0,0,1,0,1,4,52
RO-01254,05/11/2019,BEL,131.26,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01266,06/11/2019,ESP,57028.14,Spain,1,52,0,0,0,0,0,2,0,0,0,0,0,0,0,55
RO-01162,06/11/2019,DEU,446720.55,Germany,1,86,0,0,0,0,0,1,0,0,0,1,0,1,0,88
RO-01247,06/11/2019,AUT,189265.6,Austria,1,27,0,0,0,0,0,3,1,0,1,0,0,1,1,32
RO-01247,06/11/2019,DEU,46926.17,Germany,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,86
RO-01247,06/11/2019,SWE,49177.44,Sweden,1,8,0,0,0,0,0,0,0,0,1,0,0,1,0,9
RO-01278,11/11/2019,ITA,42521,Italy,2,34,0,0,0,0,0,2,0,0,0,0,0,0,0,38
RO-01174,12/11/2019,DEU,146092.35,Germany,1,40,0,0,0,0,0,2,0,0,0,1,0,1,0,43
RO-01267,13/11/2019,ESP,57903.3,Spain,1,38,0,0,0,0,0,2,0,0,0,0,0,0,0,41
RO-01255,13/11/2019,FRA,40077.4,France,1,45,0,0,0,0,0,2,3,0,0,1,0,1,3,51
RO-01255,13/11/2019,BEL,150.49,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01172,13/11/2019,DEU,98622.5,Germany,1,69,0,0,0,0,0,2,0,0,0,1,0,1,0,72
RO-01049,13/11/2019,SWE,512268.97,Sweden,2,72,0,0,0,0,0,2,1,0,1,0,0,1,1,77
RO-01049,13/11/2019,BGR,4242,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01049,13/11/2019,AUT,72576.39,Austria,1,39,0,0,0,0,0,0,1,0,1,0,0,1,1,41
RO-01111,14/11/2019,DEU,91776.35,Germany,1,58,0,0,0,0,0,4,0,0,0,1,0,1,0,63
RO-01165,14/11/2019,DEU,139730.09,Germany,1,51,0,0,0,0,0,3,0,0,0,1,0,1,0,55
RO-01143,18/11/2019,DEU,208088.22,Germany,1,87,0,0,0,0,0,2,0,0,0,1,0,1,0,90
RO-01143,18/11/2019,BGR,3575.4,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01143,18/11/2019,SWE,17456.6,Sweden,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01282,18/11/2019,ITA,41404.95,Italy,2,39,0,0,0,0,0,2,0,0,0,0,0,0,0,43
RO-01224,19/11/2019,DEU,150305.02,Germany,1,41,0,0,0,0,0,2,0,0,0,1,0,1,0,44
RO-01224,19/11/2019,AUT,42576.55,Austria,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
RO-01224,19/11/2019,AUT,42576.55,Austria,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2
RO-01256,19/11/2019,FRA,43415.94,France,1,43,0,0,0,0,0,2,3,0,0,1,0,1,3,49
RO-01256,19/11/2019,BEL,136.63,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01277,20/11/2019,LUX,28691.82,Luxembourg,2,17,0,0,0,0,0,1,0,0,1,0,0,1,0,20
RO-01067,21/11/2019,DEU,419081.62,Germany,1,96,0,0,0,0,0,4,0,0,1,1,0,2,0,101
RO-01067,21/11/2019,AUT,50387.89,Austria,1,14,0,0,0,0,0,0,0,0,1,0,0,1,0,15
RO-01067,21/11/2019,FIN,39340.51,Finland,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12
RO-01170,21/11/2019,DEU,303672.28,Germany,1,72,0,0,0,0,0,2,0,0,0,1,0,1,0,75
RO-01290,25/11/2019,ITA,39177.9,Italy,1,52,0,0,0,0,0,2,0,0,0,0,0,0,0,55
RO-01105,26/11/2019,DEU,108520.3,Germany,2,38,0,0,0,0,0,2,2,0,0,1,0,1,2,44
RO-01105,26/11/2019,FRA,11948.46,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01105,26/11/2019,ITA,25143.95,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01169,26/11/2019,DEU,312185.7,Germany,1,80,0,0,0,0,0,2,0,0,0,1,0,1,0,83
RO-01050,27/11/2019,SWE,513445.49,Sweden,2,68,0,0,0,0,0,2,0,0,1,0,0,1,0,72
RO-01050,27/11/2019,BGR,5731.75,Bulgaria,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01260,28/11/2019,DEU,102195.69,Germany,1,59,0,0,0,0,0,4,0,0,0,2,0,2,0,64
RO-01276,30/11/2019,ITA,989.73,Italy,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,99
RO-01296,02/12/2019,ITA,40394.95,Italy,2,42,0,0,0,0,0,2,0,0,0,0,0,0,0,46
RO-01300,03/12/2019,DNK,67033.78,Denmark,1,22,0,0,0,0,0,1,1,0,0,0,0,0,1,25
RO-01163,03/12/2019,DEU,470430.53,Germany,1,109,0,0,0,0,0,2,0,0,0,1,0,1,0,112
RO-01257,03/12/2019,FRA,43519.42,France,1,43,0,0,0,0,0,2,4,0,0,1,0,1,4,50
RO-01257,03/12/2019,BEL,140.71,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01280,03/12/2019,ITA,59041.57,Italy,1,86,0,0,0,0,0,2,0,0,0,0,0,0,0,89
RO-01137,04/12/2019,AUT,341035.66,Austria,1,49,0,0,0,0,0,3,0,0,1,0,0,1,0,53
RO-01137,04/12/2019,DEU,29127.37,Germany,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,32
RO-01137,04/12/2019,CHE,33895.6,Switzerland,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01137,04/12/2019,FRA,5438.5,France,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11
RO-01137,04/12/2019,NOR,43407.53,Norway,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
RO-01137,04/12/2019,SWE,19436.76,Sweden,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
RO-01251,04/12/2019,IRL,NA,Ireland,1,49,0,0,0,0,0,2,0,0,0,2,0,2,0,52
RO-01251,04/12/2019,BEL,3599.64,Belgium,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,5
RO-01251,04/12/2019,BEL,3599.64,Belgium,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,5
RO-01251,04/12/2019,ISL,61580.71,Iceland,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01251,04/12/2019,ISL,61580.71,Iceland,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10
RO-01297,05/12/2019,ITA,42914.9,Italy,2,49,0,0,0,0,0,2,0,0,2,0,0,2,0,53
RO-01038,05/12/2019,DEU,104445.94,Germany,2,37,0,0,0,0,0,1,0,0,0,1,0,1,0,40
RO-01038,05/12/2019,ITA,27769.95,Italy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RO-01038,05/12/2019,SWE,33513.4,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01203,09/12/2019,HUN,7010.62,Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO-01203,09/12/2019,AUT,20035.37,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO-01203,09/12/2019,SWE,72986.31,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO-01308,09/12/2019,ITA,41713,Italy,1,31,0,0,0,0,0,2,0,0,0,0,0,0,0,34
RO-01271,09/12/2019,DEU,91383.33,Germany,1,58,0,0,0,0,0,2,0,0,0,1,0,1,0,61
RO-01271,09/12/2019,NOR,17195.34,Norway,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7
RO-01271,09/12/2019,SWE,17762.48,Sweden,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01258,10/12/2019,FRA,43176.58,France,1,41,0,0,0,0,0,2,3,0,0,1,0,1,3,47
RO-01258,10/12/2019,BEL,133.52,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01150,10/12/2019,DEU,402598.24,Germany,1,75,0,0,0,0,0,2,0,0,0,2,0,2,0,78
RO-01150,10/12/2019,AUT,30959.73,Austria,1,12,0,0,0,0,0,0,0,0,1,0,0,1,0,13
RO-01270,11/12/2019,DEU,87719.39,Germany,1,44,0,0,0,0,0,2,0,0,0,1,0,1,0,47
RO-01199,11/12/2019,NOR,235084.99,Norway,2,35,0,0,0,0,0,2,1,0,0,0,0,0,1,40
RO-01199,11/12/2019,SWE,39404.51,Sweden,1,17,0,0,0,0,0,0,0,0,1,0,0,1,0,18
RO-01173,11/12/2019,DEU,95838.66,Germany,1,66,0,0,0,0,0,2,0,0,0,2,0,2,0,69
RO-01274,12/12/2019,DEU,82945.09,Germany,1,34,0,0,0,0,0,4,0,0,0,1,0,1,0,39
RO-01319,16/12/2019,ITA,37258.9,Italy,1,28,0,0,0,0,0,2,0,0,0,0,0,0,0,31
RO-01168,16/12/2019,DEU,305011.34,Germany,1,43,0,0,0,0,0,2,0,0,0,2,0,2,0,46
RO-01309,16/12/2019,ESP,68159.85,Spain,1,54,0,0,0,0,0,2,0,0,0,0,0,0,0,57
RO-01259,17/12/2019,FRA,43207.3,France,1,44,0,0,0,0,0,2,4,0,0,1,0,1,4,51
RO-01259,17/12/2019,BEL,135.22,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01068,17/12/2019,DEU,413672.53,Germany,1,97,0,0,0,0,0,2,0,0,0,1,0,1,0,100
RO-01068,17/12/2019,ITA,67846.75,Italy,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13
RO-01273,18/12/2019,ESP,367374.98,Spain,1,81,0,0,0,0,0,2,0,0,1,0,0,1,0,84
RO-01265,20/12/2019,FRA,114927.08,France,2,39,0,0,0,0,0,1,0,0,0,1,0,1,0,42
RO-01265,20/12/2019,SWE,24287.54,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01320,21/12/2019,ITA,105436.74,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO-01330,02/01/2020,ITA,49883.9,Italy,1,44,0,0,0,0,0,2,0,0,0,0,0,0,0,47
RO-01311,07/01/2020,FRA,44894.47,France,1,43,0,0,0,0,0,2,3,0,0,1,0,1,3,49
RO-01311,07/01/2020,BEL,140.71,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01178,07/01/2020,DEU,389219.07,Germany,1,111,0,0,0,0,0,3,1,0,0,2,0,2,1,116
RO-01334,13/01/2020,ITA,43318.9,Italy,2,42,0,0,0,0,0,2,0,0,3,0,0,3,0,46
RO-01321,14/01/2020,GRC,NA,Greece,1,52,0,0,0,0,0,1,0,0,2,0,0,2,0,54
RO-01321,14/01/2020,BEL,333300,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01187,14/01/2020,DEU,398980.41,Germany,1,104,0,0,0,0,0,1,0,0,0,2,0,2,0,106
RO-01312,14/01/2020,FRA,41936.81,France,1,43,0,0,0,0,0,2,3,0,0,1,0,1,3,49
RO-01312,14/01/2020,BEL,141.28,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01193,16/01/2020,DEU,106979.74,Germany,1,38,0,0,0,0,0,1,2,0,0,2,0,2,2,42
RO-01193,16/01/2020,SWE,19739.44,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01193,16/01/2020,FRA,8990.62,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01307,20/01/2020,ESP,92769.61,Spain,1,68,0,0,0,0,0,2,0,0,2,0,0,2,0,71
RO-01331,21/01/2020,ITA,57570,Italy,2,80,0,0,0,0,0,2,0,0,2,0,0,2,0,84
RO-01313,21/01/2020,FRA,42235.03,France,1,46,0,0,0,0,0,2,3,0,0,1,0,1,3,52
RO-01313,21/01/2020,BEL,145.8,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01299,21/01/2020,DEU,156428.76,Germany,1,44,0,0,0,0,0,2,2,0,0,2,0,2,2,49
RO-01299,21/01/2020,BEL,4753.87,Belgium,2,16,0,0,0,0,0,0,0,0,2,0,0,2,0,18
RO-01204,22/01/2020,AUT,311244.04,Austria,1,35,0,0,0,0,0,3,0,0,1,0,0,1,0,39
RO-01204,22/01/2020,GRC,NA,Greece,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01204,22/01/2020,BEL,6169.08,Belgium,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
RO-01204,22/01/2020,DEU,46121.49,Germany,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,53
RO-01291,22/01/2020,DEU,90038.7,Germany,1,68,0,0,0,0,0,2,0,0,0,1,0,1,0,71
RO-01348,23/01/2020,ITA,43318.9,Italy,1,26,0,0,0,0,0,2,0,0,0,0,0,0,0,29
RO-01263,23/01/2020,DEU,86284.13,Germany,1,45,0,0,0,0,0,2,0,0,0,1,0,1,0,48
RO-01263,23/01/2020,FIN,33672.39,Finland,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,5
RO-01333,27/01/2020,ESP,97755.78,Spain,1,67,0,0,0,0,0,2,0,0,2,0,0,2,0,70
RO-01317,28/01/2020,FRA,59825.19,France,1,43,0,0,0,0,0,3,1,0,0,1,0,1,1,48
RO-01295,28/01/2020,DEU,102488.7,Germany,1,65,0,0,0,0,0,4,0,0,0,1,0,1,0,70
RO-01264,28/01/2020,DEU,84420.63,Germany,1,43,0,0,0,0,0,2,0,0,0,1,0,1,0,46
RO-01356,30/01/2020,ITA,39884.9,Italy,2,35,0,0,0,0,0,2,0,0,2,0,0,2,0,39
RO-01237,30/01/2020,DEU,190695.97,Germany,1,71,0,0,0,0,0,2,0,0,0,2,0,2,0,74
RO-01341,01/02/2020,ITA,167336.8,Italy,3,108,0,0,0,0,0,2,0,0,3,0,0,3,0,113
RO-01335,04/02/2020,FRA,44530.69,France,1,46,0,0,0,0,0,2,3,0,0,1,0,1,3,52
RO-01335,04/02/2020,BEL,141.56,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01179,04/02/2020,DEU,360422.63,Germany,1,96,0,0,0,0,0,2,0,0,0,2,0,2,0,99
RO-01179,04/02/2020,POL,7221.5,Poland,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01292,05/02/2020,DEU,87159.9,Germany,1,70,0,0,0,0,0,2,0,0,0,1,0,1,0,73
RO-01219,05/02/2020,SWE,559496.07,Sweden,2,62,0,0,0,0,0,2,0,0,1,0,0,1,0,66
RO-01219,05/02/2020,BGR,5731.75,Bulgaria,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01219,05/02/2020,AUT,27159.91,Austria,1,44,0,0,0,0,0,0,0,0,1,0,0,1,0,45
RO-01219,05/02/2020,GRC,NA,Greece,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,5
RO-01359,06/02/2020,ITA,40894.9,Italy,2,57,0,0,0,0,0,2,0,0,0,0,0,0,0,61
RO-01231,06/02/2020,DEU,175524.67,Germany,1,47,0,0,0,0,0,2,0,0,0,2,0,2,0,50
RO-01231,06/02/2020,NOR,16567.07,Norway,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01353,07/02/2020,ITA,59579.9,Italy,2,59,0,0,0,0,0,2,0,0,2,0,0,2,0,63
RO-01336,11/02/2020,FRA,43780.5,France,1,44,0,0,0,0,0,2,3,0,0,1,0,1,3,50
RO-01336,11/02/2020,BEL,140.71,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01194,11/02/2020,DEU,111691.84,Germany,1,38,0,0,0,0,0,2,0,0,0,2,0,2,0,41
RO-01194,11/02/2020,ITA,26992.25,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01188,12/02/2020,DEU,399527.11,Germany,1,88,0,0,0,0,0,2,0,0,0,1,0,1,0,91
RO-01210,13/02/2020,AUT,91008.64,Austria,1,15,0,0,0,0,0,3,2,0,1,0,0,1,2,21
RO-01369,17/02/2020,ITA,39844.5,Italy,1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,37
RO-01350,17/02/2020,ESP,96093.72,Spain,1,76,0,0,0,0,0,2,0,0,2,0,0,2,0,79
RO-01337,18/02/2020,FRA,44528.3,France,0,47,0,0,0,0,0,2,0,0,1,1,0,2,0,49
RO-01337,18/02/2020,BEL,141,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01304,18/02/2020,DEU,95566.89,Germany,1,42,0,0,0,0,0,4,0,0,0,1,0,1,0,47
RO-01294,18/02/2020,DEU,140427.34,Germany,1,47,0,0,0,0,0,2,0,0,0,2,0,2,0,50
RO-01322,19/02/2020,DEU,98211.99,Germany,1,57,0,0,0,0,0,2,0,0,0,2,0,2,0,60
RO-01205,19/02/2020,AUT,287880.38,Austria,1,50,0,0,0,0,0,3,0,0,1,0,0,1,0,54
RO-01205,19/02/2020,HUN,2169.76,Hungary,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01205,19/02/2020,HUN,2169.76,Hungary,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RO-01205,19/02/2020,LUX,34197.27,Luxembourg,2,14,0,0,0,0,0,1,0,0,1,0,0,1,0,17
RO-01205,19/02/2020,SWE,47911.34,Sweden,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10
RO-01205,19/02/2020,SWE,47911.34,Sweden,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
RO-01370,24/02/2020,ITA,40581.8,Italy,2,37,0,0,0,0,0,2,0,0,0,0,0,0,0,41
RO-01354,25/02/2020,ESP,147311.93,Spain,1,62,0,0,0,0,0,2,0,0,0,0,0,0,0,65
RO-01338,25/02/2020,FRA,42304.97,France,1,44,0,0,0,0,0,2,3,0,0,1,0,1,3,50
RO-01338,25/02/2020,BEL,140.15,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01289,26/02/2020,HUN,8178.31,Hungary,1,16,0,0,0,0,0,3,0,0,1,0,0,1,0,20
RO-01289,26/02/2020,AUT,15003.55,Austria,1,23,0,0,0,0,0,0,1,0,1,0,0,1,1,25
RO-01289,26/02/2020,BGR,3317.85,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01233,26/02/2020,DEU,204667.96,Germany,1,103,0,0,0,0,0,2,0,0,0,2,0,2,0,106
RO-01233,26/02/2020,POL,4565.2,Poland,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RO-01363,27/02/2020,FRA,38026.5,France,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,28
RO-01298,27/02/2020,DEU,126019.78,Germany,1,65,0,0,0,0,0,4,0,0,0,1,0,1,0,70
RO-01351,02/03/2020,ESP,97548.02,Spain,0,38,0,0,0,0,0,2,0,0,0,0,0,0,0,40
RO-01342,03/03/2020,FRA,54909.61,France,1,47,0,0,0,0,0,3,0,0,0,1,0,1,0,51
RO-01342,03/03/2020,LUX,1617.01,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01281,03/03/2020,DEU,36846.38,Germany,3,30,0,0,0,0,0,3,1,0,3,1,0,4,1,37
RO-01180,03/03/2020,DEU,373503.02,Germany,1,91,0,0,0,0,0,2,0,0,0,2,0,2,0,94
RO-01180,03/03/2020,AUT,55776.96,Austria,1,22,0,0,0,0,0,0,0,0,1,0,0,1,0,23
RO-01180,03/03/2020,SWE,26751.87,Sweden,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
RO-01220,04/03/2020,SWE,512772.19,Sweden,2,58,0,0,0,0,0,2,3,0,1,0,0,1,3,65
RO-01220,04/03/2020,BGR,4238.97,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01365,05/03/2020,DEU,243205.01,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO-01305,05/03/2020,DEU,85106.48,Germany,1,31,0,0,0,0,0,4,0,0,0,1,0,1,0,36
RO-01195,05/03/2020,DEU,106452.86,Germany,1,38,0,0,0,0,0,1,2,0,0,1,0,1,2,42
RO-01195,05/03/2020,ITA,25628.75,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01195,05/03/2020,FRA,5367.32,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01343,10/03/2020,FRA,44160.88,France,1,46,0,0,0,0,0,2,4,0,0,1,0,1,4,53
RO-01343,10/03/2020,BEL,140.71,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO-01314,10/03/2020,DEU,144911.6,Germany,1,46,0,0,0,0,0,2,0,0,0,1,0,1,0,49
RO-01347,11/03/2020,DEU,395467.97,Germany,1,93,0,0,0,0,0,2,0,0,0,1,0,1,0,96
RO-01212,11/03/2020,AUT,78868.88,Austria,1,18,0,0,0,0,0,3,1,0,1,0,0,1,1,23
RO-01357,18/03/2020,DEU,85496.85,Germany,1,26,0,0,0,0,0,2,0,0,0,0,0,0,0,29
RO-01315,24/03/2020,DEU,81101.45,Germany,1,19,0,0,0,0,0,2,0,0,0,0,0,0,0,22
RO-01211,07/05/2020,AUT,65071.27,Austria,1,24,0,0,0,0,0,3,1,0,1,0,0,1,1,29
RO-01326,26/05/2020,DEU,97838.93,Germany,1,33,0,0,0,0,0,2,0,0,0,1,0,1,0,36
RO-01405,04/06/2020,DEU,102215.13,Germany,1,39,0,0,0,0,0,2,0,0,0,1,0,1,0,42
RO-01421,10/06/2020,DEU,149475.79,Germany,1,39,0,0,0,0,0,4,0,0,0,1,0,1,0,44
RO-01421,10/06/2020,GRC,NA,Greece,0,19,0,0,0,0,0,0,0,0,2,0,0,2,0,19
RO-01425,15/06/2020,DEU,50607.34,Germany,1,40,0,0,0,0,0,2,0,0,0,0,0,0,0,43
RO-01306,15/06/2020,DEU,81231,Germany,1,41,0,0,0,0,0,4,0,0,0,1,0,1,0,46
RO-01430,16/06/2020,FRA,60908.05,France,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,43
RO-01401,18/06/2020,AUT,58183.07,Austria,1,35,0,0,0,0,0,3,1,0,1,0,0,1,1,40
RO-01328,23/06/2020,DEU,105731.28,Germany,1,39,0,0,0,0,0,2,0,0,0,1,0,1,0,42
RO-01429,30/06/2020,FRA,60592.43,France,2,39,0,0,0,0,0,1,1,0,0,0,0,0,1,43
RO-01436,02/07/2020,DEU,105364.64,Germany,1,59,0,0,0,0,0,4,0,0,0,1,0,1,0,64
RO-01436,02/07/2020,SWE,28573.91,Sweden,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10
RO-01437,08/07/2020,DEU,112824.92,Germany,1,58,0,0,0,0,0,1,0,0,0,1,0,1,0,60
RO-01437,08/07/2020,ISL,66927.57,Iceland,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RO-01437,08/07/2020,SWE,29488.97,Sweden,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11
RO-01186,14/07/2020,DEU,285211.87,Germany,1,74,0,0,0,0,0,2,0,0,0,1,0,1,0,77
RO-01186,14/07/2020,GRC,NA,Greece,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17
RO-01434,15/07/2020,DEU,65256.62,Germany,1,57,0,0,0,0,0,4,0,0,0,1,0,1,0,62
RO-01463,16/07/2020,SVN,5959,Slovenia,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RO-01456,16/07/2020,ITA,43430,Italy,2,52,0,0,0,0,0,2,0,0,0,0,0,0,0,56
RO-01442,16/07/2020,FRA,58478.5,France,1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,35
RO-01420,16/07/2020,AUT,61601.92,Austria,1,51,0,0,0,0,0,3,1,0,1,0,0,1,1,56
RO-01409,20/07/2020,DEU,96144.16,Germany,1,47,0,0,0,0,0,4,0,0,0,1,0,1,0,52
RO-01464,22/07/2020,FIN,47470,Finland,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,13
RO-01446,22/07/2020,DEU,54682.75,Germany,1,43,0,0,0,0,0,1,0,0,0,1,0,1,0,45
RO-01426,22/07/2020,DEU,105154.71,Germany,1,68,0,0,0,0,0,2,0,0,0,1,0,1,0,71
RO-01461,23/07/2020,ITA,35348.99,Italy,1,49,0,0,0,0,0,2,0,0,0,0,0,0,0,52
RO-01462,24/07/2020,FRA,75907.56,France,1,46,0,0,0,0,0,1,0,0,0,0,0,0,0,48
RO-01467,27/07/2020,ITA,44036,Italy,2,49,0,0,0,0,0,2,0,0,0,0,0,0,0,53
RO-01428,28/07/2020,DEU,73582.13,Germany,1,65,0,0,0,0,0,2,0,0,0,1,0,1,0,68
