ID,OPTYPE,N_RETURNEES,N_FX_STAFF,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB
2016_116,NRO,46,NA,NA,NA,NA,NA,NA,NA,54200.3
2016_117,JRO,46,NA,33,NA,NA,NA,NA,1,61736.82
2016_118,JRO,13,1,60,NA,NA,NA,NA,1,NA
2016_119,NRO,30,NA,NA,NA,NA,NA,NA,NA,63345
2016_12,JRO,42,3,134,NA,NA,NA,NA,2,326219.06
2016_120,NRO,10,NA,NA,NA,NA,NA,NA,1,33672.9
2016_121,NRO,19,NA,NA,NA,NA,NA,NA,NA,57974.04
2016_122,NRO,3,NA,NA,NA,NA,NA,NA,1,146456.72
2016_123,NRO,43,NA,NA,NA,NA,NA,NA,NA,60856.11
2016_124,JRO,51,1,35,NA,NA,NA,NA,1,NA
2016_125,JRO,40,NA,51,NA,NA,NA,NA,1,80882.7
2016_126,NRO,102,NA,NA,NA,NA,NA,NA,NA,70153.3
2016_127,NRO,64,NA,NA,NA,NA,NA,NA,NA,76086.1
2016_128,JRO,47,NA,90,NA,NA,NA,NA,1,229212.47
2016_129,NRO,30,NA,NA,NA,NA,NA,NA,NA,60770
2016_13,JRO,79,1,172,NA,NA,NA,NA,2,665891.54
2016_130,NRO,49,NA,NA,NA,NA,NA,NA,NA,54332.25
2016_131,NRO,30,NA,NA,NA,NA,NA,NA,NA,66435
2016_132,NRO,87,NA,NA,NA,NA,NA,NA,NA,53982.3
2016_133,NRO,77,NA,NA,NA,NA,NA,NA,NA,51046.8
2016_134,JRO,80,NA,42,NA,NA,NA,NA,NA,96978.28
2016_135,NRO,57,NA,NA,NA,NA,NA,NA,NA,51427.9
2016_136,NRO,59,NA,NA,NA,NA,NA,NA,NA,56326.28
2016_137,NRO,15,NA,NA,NA,NA,NA,NA,NA,61285
2016_138,JRO,29,1,90,NA,NA,NA,NA,1,NA
2016_139,CRO,49,1,NA,NA,NA,NA,NA,2,145218.48
2016_14,JRO,61,1,36,NA,NA,NA,NA,NA,59045.149999999994
2016_140,NRO,71,NA,NA,NA,NA,NA,NA,NA,58462.8
2016_141,NRO,16,NA,NA,NA,NA,NA,NA,NA,62343.33
2016_142,CRO,46,1,NA,NA,NA,NA,NA,1,85494.8
2016_143,NRO,2,NA,NA,NA,NA,NA,NA,NA,150185.03
2016_144,JRO,28,NA,72,NA,NA,NA,NA,3,NA
2016_145,NRO,60,NA,NA,NA,NA,NA,NA,NA,52406.57
2016_146,NRO,28,NA,NA,NA,NA,NA,NA,NA,54590
2016_147,NRO,41,NA,NA,NA,NA,NA,NA,NA,51247.9
2016_148,JRO,51,1,125,NA,NA,NA,NA,3,612433.58
2016_149,JRO,70,NA,71,NA,NA,NA,NA,NA,186442.41
2016_15,JRO,35,1,NA,NA,NA,NA,NA,NA,437505.6
2016_150,NRO,78,NA,NA,NA,NA,NA,NA,NA,79306.5
2016_151,JRO,13,1,55,NA,NA,NA,NA,NA,301890.86
2016_152,NRO,114,NA,NA,NA,NA,NA,NA,NA,96915
2016_153,NRO,30,NA,NA,NA,NA,NA,NA,NA,66950
2016_154,NRO,30,NA,NA,NA,NA,NA,NA,NA,70040
2016_155,NRO,44,NA,NA,NA,NA,NA,NA,NA,64270.5
2016_156,JRO,11,NA,30,NA,NA,NA,NA,NA,105373.12
2016_157,JRO,9,NA,23,NA,NA,NA,NA,1,NA
2016_158,JRO,32,NA,32,NA,NA,NA,NA,NA,NA
2016_159,JRO,25,NA,54,NA,NA,NA,NA,1,117259.68
2016_16,CRO,44,NA,2,NA,NA,NA,NA,2,175825.0908
2016_160,JRO,52,NA,28,NA,NA,NA,NA,NA,62786.02
2016_161,JRO,39,1,118,NA,NA,NA,NA,1,295137.25
2016_162,NRO,30,NA,NA,NA,NA,NA,NA,NA,60770
2016_163,CRO,47,2,NA,NA,NA,NA,NA,1,77923.9
2016_164,NRO,61,NA,NA,NA,NA,NA,NA,NA,95069
2016_165,JRO,17,NA,49,NA,NA,NA,NA,1,109645.81
2016_166,NRO,7,1,NA,NA,NA,NA,NA,1,56326.42
2016_167,NRO,82,NA,NA,NA,NA,NA,NA,NA,53982.3
2016_168,NRO,29,NA,NA,NA,NA,NA,NA,NA,55932.44
2016_169,JRO,41,NA,26,NA,NA,NA,NA,NA,NA
2016_17,JRO,10,NA,32,NA,NA,NA,NA,2,95149.68
2016_170,JRO,45,NA,47,NA,NA,NA,NA,NA,NA
2016_171,JRO,39,NA,42,NA,NA,NA,NA,NA,53558.94
2016_172,NRO,103,NA,NA,NA,NA,NA,NA,NA,106852.2
2016_173,NRO,59,NA,NA,NA,NA,NA,NA,NA,57453.38
2016_174,JRO,42,NA,38,NA,NA,NA,NA,1,87139.9
2016_175,NRO,96,NA,NA,NA,NA,NA,NA,NA,55881
2016_176,NRO,53,NA,NA,NA,NA,NA,NA,NA,14255.53
2016_177,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2016_178,NRO,10,NA,NA,NA,NA,NA,NA,NA,63553.88
2016_179,NRO,71,NA,NA,NA,NA,NA,NA,NA,61467
2016_18,JRO,100,1,72,NA,NA,NA,NA,NA,182509.82
2016_180,JRO,46,1,138,NA,NA,NA,NA,2,404106.32
2016_181,JRO,36,NA,106,NA,NA,NA,NA,1,NA
2016_182,JRO,57,NA,121,NA,NA,NA,NA,1,NA
2016_183,JRO,81,NA,40,NA,NA,NA,NA,NA,95532.59
2016_184,NRO,27,NA,NA,NA,NA,NA,NA,NA,39140
2016_185,NRO,25,NA,NA,NA,NA,NA,NA,NA,49520.94
2016_186,JRO,66,NA,34,NA,NA,NA,NA,1,113460.51
2016_187,NRO,30,NA,NA,NA,NA,NA,NA,NA,38831
2016_188,NRO,18,NA,NA,NA,NA,NA,NA,NA,46350
2016_189,JRO,9,NA,37,NA,NA,NA,NA,1,NA
2016_19,JRO,24,1,68,NA,NA,NA,NA,2,203011.8
2016_190,JRO,20,NA,37,NA,NA,NA,NA,2,75025.01
2016_191,JRO,61,NA,104,104,NA,NA,NA,1,514878.67
2016_192,CRO,34,1,NA,NA,NA,NA,NA,NA,42395.19
2016_193,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2016_194,CRO,NA,NA,NA,NA,NA,NA,NA,1,NA
2016_195,JRO,92,NA,59,NA,NA,NA,NA,NA,104904.4
2016_196,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2016_197,NRO,29,NA,NA,NA,NA,NA,NA,NA,46350
2016_198,JRO,54,NA,35,NA,NA,NA,NA,NA,80534.57
2016_199,NRO,85,NA,NA,NA,NA,NA,NA,NA,80359.65
2016_2,JRO,115,1,59,NA,NA,NA,NA,1,110181.31
2016_20,JRO,85,1,65,NA,NA,NA,NA,NA,184199.15
2016_200,NRO,56,NA,NA,NA,NA,NA,NA,NA,64270.5
2016_201,JRO,32,NA,102,NA,NA,NA,NA,1,334386.36
2016_202,JRO,8,NA,29,NA,NA,NA,NA,NA,100120.9
2016_203,JRO,70,NA,75,NA,NA,NA,NA,1,182657.96
2016_204,NRO,30,NA,NA,NA,NA,NA,NA,NA,39037
2016_205,CRO,40,NA,NA,NA,NA,NA,NA,1,103150.04
2016_206,NRO,70,NA,NA,NA,NA,NA,NA,NA,59598
2016_207,JRO,63,NA,22,NA,NA,NA,NA,NA,68660.89
2016_208,JRO,22,NA,NA,NA,NA,NA,NA,NA,NA
2016_209,JRO,12,NA,41,NA,NA,NA,NA,1,216510
2016_21,JRO,85,1,71,NA,NA,NA,NA,4,130697.70000000001
2016_210,CRO,54,1,NA,NA,NA,NA,NA,1,188278.45
2016_211,JRO,44,NA,22,NA,NA,NA,NA,NA,59657.23
2016_212,JRO,40,NA,26,NA,NA,NA,NA,NA,107277.52
2016_213,JRO,22,NA,NA,NA,NA,NA,NA,NA,NA
2016_214,NRO,30,NA,NA,NA,NA,NA,NA,NA,46350
2016_215,JRO,36,NA,27,NA,NA,NA,NA,NA,89721.93
2016_216,JRO,40,NA,NA,NA,NA,NA,NA,NA,NA
2016_217,JRO,77,NA,62,NA,NA,NA,NA,1,449754.86
2016_218,NRO,13,NA,NA,NA,NA,NA,NA,1,185421.16
2016_219,NRO,30,NA,NA,NA,NA,NA,NA,NA,55620
2016_22,JRO,56,1,NA,NA,NA,NA,NA,NA,122879.4
2016_220,NRO,47,NA,NA,NA,NA,NA,NA,NA,76420.85
2016_221,CRO,48,NA,NA,NA,NA,NA,NA,1,70396.08
2016_222,NRO,28,NA,NA,NA,NA,NA,NA,1,104895
2016_223,NRO,34,NA,NA,NA,NA,NA,NA,1,327595.73
2016_224,NRO,40,NA,NA,NA,NA,NA,NA,1,104895
2016_225,NRO,30,NA,NA,NA,NA,NA,NA,NA,37080
2016_226,JRO,23,NA,118,NA,NA,NA,NA,2,327507.57
2016_227,JRO,38,NA,104,NA,NA,NA,NA,1,249405.52
2016_228,NRO,3,NA,NA,NA,NA,NA,NA,NA,227251.78
2016_229,NRO,10,NA,NA,NA,NA,NA,NA,2,11970.52
2016_23,JRO,50,1,NA,NA,NA,NA,NA,NA,134235.9
2016_230,JRO,51,NA,34,NA,NA,NA,NA,NA,63500.98
2016_231,NRO,114,NA,NA,NA,NA,NA,NA,NA,96222.6
2016_232,NRO,93,NA,NA,NA,NA,NA,NA,NA,60296.2
2016_233,NRO,20,NA,NA,NA,NA,NA,NA,NA,57887
2016_234,NRO,3,NA,NA,NA,NA,NA,NA,1,93487.41
2016_24,JRO,26,NA,72,NA,NA,NA,NA,2,277380.7
2016_25,JRO,110,NA,41,NA,NA,NA,NA,NA,99291.25
2016_26,JRO,27,1,76,NA,NA,NA,NA,3,363915.87
2016_27,JRO,43,NA,NA,NA,NA,NA,NA,NA,117446.57
2016_28,JRO,60,NA,35,NA,NA,NA,NA,NA,76082.86
2016_29,JRO,74,1,NA,NA,NA,NA,NA,NA,137368.75
2016_3,JRO,92,1,48,NA,NA,NA,NA,NA,97904.3
2016_30,CRO,25,1,NA,NA,NA,NA,NA,2,100656.55
2016_31,JRO,99,1,NA,NA,NA,NA,NA,1,2482.4
2016_32,JRO,58,NA,90,NA,NA,NA,NA,NA,185081.5
2016_33,JRO,10,1,NA,NA,NA,NA,NA,1,97627.87000000001
2016_34,JRO,18,1,59,NA,NA,NA,NA,2,361047.89
2016_35,CRO,57,NA,37,NA,NA,NA,NA,1,77392.14
2016_36,NRO,25,1,25,NA,NA,NA,NA,NA,81087.65
2016_37,NRO,107,NA,NA,NA,NA,NA,NA,NA,59219.11
2016_38,JRO,40,1,97,NA,NA,NA,NA,1,332556.69
2016_39,JRO,54,NA,126,NA,NA,NA,NA,NA,500208
2016_4,JRO,69,1,68,NA,NA,NA,NA,1,126097.50000000001
2016_40,JRO,1,NA,3,NA,NA,NA,NA,NA,9608.6
2016_41,JRO,107,NA,40,NA,NA,NA,NA,NA,NA
2016_42,JRO,25,1,25,NA,NA,NA,NA,NA,81087.65
2016_43,JRO,40,1,97,NA,NA,NA,NA,1,303397.09
2016_44,JRO,55,NA,129,NA,NA,NA,NA,NA,556162.23
2016_45,NRO,107,NA,NA,NA,NA,NA,NA,NA,58219.11
2016_46,JRO,29,NA,114,NA,NA,NA,NA,1,243704.55
2016_47,JRO,52,1,33,NA,NA,NA,NA,NA,NA
2016_48,JRO,59,NA,65,NA,NA,NA,NA,1,NA
2016_49,JRO,43,2,108,NA,NA,NA,NA,2,234850.31
2016_5,CRO,44,1,34,NA,NA,NA,NA,1,91169.64
2016_50,JRO,60,NA,46,NA,NA,NA,NA,NA,98258.51
2016_51,JRO,29,NA,48,NA,NA,NA,NA,1,76278.24
2016_52,NRO,9,1,NA,NA,NA,NA,NA,NA,79380.22
2016_53,JRO,78,NA,67,NA,NA,NA,NA,NA,140093.91
2016_54,JRO,2,NA,13,NA,NA,NA,NA,NA,NA
2016_55,JRO,30,NA,82,NA,NA,NA,NA,2,91797.82
2016_56,JRO,57,NA,45,NA,NA,NA,NA,2,109254.48
2016_57,JRO,80,NA,37,NA,NA,NA,NA,NA,54813.73
2016_58,CRO,38,1,NA,NA,NA,NA,NA,1,82600.56
2016_59,JRO,NA,NA,NA,NA,NA,NA,NA,1,NA
2016_6,JRO,79,1,62,NA,NA,NA,NA,3,119447.79000000001
2016_60,CRO,38,NA,NA,NA,NA,NA,NA,2,98507.31
2016_61,JRO,48,NA,45,NA,NA,NA,NA,NA,97662.92
2016_62,JRO,70,NA,88,NA,NA,NA,NA,NA,NA
2016_63,CRO,50,1,NA,NA,NA,NA,NA,2,77047.75
2016_64,JRO,15,NA,65,NA,NA,NA,NA,1,224940.36
2016_65,JRO,67,NA,57,NA,NA,NA,NA,2,NA
2016_66,NRO,74,NA,NA,NA,NA,NA,NA,NA,150287.26
2016_67,JRO,58,NA,71,NA,NA,NA,NA,1,111150.43
2016_68,NRO,48,NA,NA,NA,NA,NA,NA,NA,53001
2016_69,JRO,61,NA,45,NA,NA,NA,NA,NA,160151.89
2016_7,JRO,64,1,87,NA,NA,NA,NA,1,207656.7
2016_70,JRO,17,NA,63,NA,NA,NA,NA,1,NA
2016_71,JRO,50,1,36,NA,NA,NA,NA,1,NA
2016_72,JRO,34,NA,34,NA,NA,NA,NA,NA,55083.7
2016_73,NRO,13,NA,NA,NA,NA,NA,NA,NA,82292.39
2016_74,JRO,42,1,95,NA,NA,NA,NA,1,247871.97
2016_75,CRO,48,1,NA,NA,NA,NA,NA,1,81683.19
2016_76,NRO,14,NA,NA,NA,NA,NA,NA,NA,57186.02
2016_77,JRO,37,1,98,NA,NA,NA,NA,1,241557.68
2016_78,JRO,50,1,37,NA,NA,NA,NA,NA,58405.96
2016_79,JRO,27,NA,42,NA,NA,NA,NA,NA,NA
2016_8,JRO,23,1,82,NA,NA,NA,NA,3,323736.58
2016_80,NRO,61,NA,NA,NA,NA,NA,NA,NA,55376.47
2016_81,NRO,19,NA,NA,NA,NA,NA,NA,NA,56356.07
2016_82,JRO,22,1,86,NA,NA,NA,NA,3,NA
2016_83,JRO,63,NA,52,NA,NA,NA,NA,1,84842.3
2016_84,NRO,37,NA,NA,NA,NA,NA,NA,NA,59128.39
2016_85,NRO,26,NA,NA,NA,NA,NA,NA,NA,57356.33
2016_86,NRO,23,NA,NA,NA,NA,NA,NA,NA,49924.2
2016_87,NRO,39,1,NA,NA,NA,NA,NA,NA,51693.23
2016_88,NRO,21,1,NA,NA,NA,NA,NA,2,71585
2016_89,JRO,15,1,45,NA,NA,NA,NA,1,109304.55
2016_9,JRO,70,NA,151,NA,NA,NA,NA,2,527664.36
2016_90,NRO,35,NA,NA,NA,NA,NA,NA,NA,57008.99
2016_91,NRO,74,1,NA,NA,NA,NA,NA,NA,52884.73
2016_92,JRO,52,1,26,NA,NA,NA,NA,NA,60848.79
2016_93,JRO,6,NA,28,NA,NA,NA,NA,1,93186.08
2016_94,NRO,30,NA,NA,NA,NA,NA,NA,NA,63345
2016_95,NRO,31,NA,NA,NA,NA,NA,NA,NA,53458.02
2016_96,NRO,64,NA,NA,NA,NA,NA,NA,NA,51427.9
2016_97,NRO,21,2,NA,NA,NA,NA,NA,NA,53650
2016_98,NRO,30,NA,NA,NA,NA,NA,NA,NA,82041.5
2016_99,NRO,33,NA,NA,NA,NA,NA,NA,NA,112620.2
2017_1,NRO,21,NA,NA,NA,NA,NA,NA,NA,46339.7
2017_10,NRO,149,NA,NA,NA,NA,NA,NA,NA,93223
2017_100,CRO,26,1,NA,23,1,NA,NA,1,40240.42
2017_101,NRO,35,NA,NA,NA,NA,NA,NA,NA,54371.64
2017_102,NRO,14,1,NA,NA,NA,NA,NA,NA,291409.19
2017_103,JRO,118,NA,34,34,NA,NA,NA,1,91474.89
2017_104,JRO,38,1,135,NA,NA,NA,NA,3,396365.78
2017_105,CRO,41,1,NA,33,NA,NA,5,1,70101.67
2017_106,NRO,20,NA,NA,NA,NA,NA,NA,NA,70101.67
2017_107,JRO,51,NA,78,NA,NA,NA,NA,2,167615.72
2017_108,JRO,101,NA,35,35,NA,NA,NA,1,78294.42
2017_109,NRO,30,NA,NA,NA,NA,NA,NA,NA,78294.42
2017_11,JRO,58,NA,125,125,NA,NA,NA,2,240620.85
2017_110,JRO,130,1,NA,54,NA,NA,NA,1,95567.52
2017_111,JRO,79,NA,29,NA,NA,NA,NA,NA,65064.48
2017_112,JRO,40,2,142,NA,NA,NA,NA,2,422471.8
2017_113,NRO,40,NA,NA,NA,NA,NA,NA,NA,422471.8
2017_114,JRO,61,NA,104,58,NA,NA,NA,2,187130.74
2017_115,JRO,72,NA,25,NA,NA,NA,NA,NA,61526.77
2017_116,JRO,77,NA,30,NA,NA,NA,NA,NA,57981.7
2017_117,NRO,29,NA,NA,NA,NA,NA,NA,NA,45320
2017_118,JRO,11,1,47,NA,NA,NA,NA,1,165272.55
2017_119,JRO,47,NA,29,NA,NA,NA,NA,NA,58102.92
2017_12,JRO,123,NA,63,30,NA,NA,NA,NA,151041.38
2017_120,JRO,21,NA,59,NA,NA,NA,NA,1,124567.94
2017_121,CRO,56,1,NA,46,1,NA,NA,1,106514.55
2017_122,CRO,30,NA,NA,29,NA,NA,3,2,75780.91
2017_123,NRO,24,NA,NA,NA,NA,NA,NA,NA,45320
2017_124,JRO,17,1,67,NA,NA,NA,NA,1,133703.5
2017_125,JRO,86,NA,45,40,NA,NA,NA,1,67140.77
2017_126,NRO,133,NA,NA,NA,NA,NA,NA,NA,95069
2017_127,NRO,10,NA,NA,NA,NA,NA,NA,1,191032.38
2017_128,JRO,4,NA,32,NA,NA,NA,NA,NA,175509.32
2017_129,JRO,16,NA,27,NA,NA,NA,NA,NA,44024.08
2017_13,NRO,18,NA,NA,NA,NA,NA,NA,NA,151041.38
2017_130,NRO,65,NA,NA,NA,NA,NA,NA,NA,175509.32
2017_131,NRO,6,NA,NA,NA,NA,NA,NA,NA,44024.08
2017_132,NRO,15,NA,NA,NA,NA,NA,NA,NA,61370.99
2017_133,JRO,43,NA,58,NA,NA,NA,NA,1,109511.73
2017_134,JRO,34,NA,87,36,NA,NA,NA,4,195248.54
2017_135,CRO,39,NA,NA,23,1,NA,NA,1,39451.36
2017_136,NRO,22,NA,NA,NA,NA,NA,NA,NA,58710
2017_137,NRO,20,NA,NA,NA,NA,NA,NA,NA,38502.02
2017_138,JRO,30,1,105,NA,NA,NA,NA,2,354804.19
2017_139,JRO,21,NA,73,NA,NA,NA,NA,1,108953.63
2017_14,NRO,25,NA,NA,NA,NA,NA,NA,NA,332839.3
2017_140,CRO,30,1,NA,30,1,NA,1,1,65530.81
2017_141,NRO,29,NA,NA,NA,NA,NA,NA,NA,100940
2017_142,JRO,66,1,186,NA,NA,NA,NA,2,666154.9
2017_143,JRO,65,NA,33,NA,NA,NA,NA,1,68688.28
2017_144,NRO,17,NA,NA,NA,NA,NA,NA,NA,66435
2017_145,NRO,19,NA,NA,NA,NA,NA,NA,NA,44131.5
2017_146,NRO,15,NA,NA,NA,NA,NA,NA,NA,50916.6
2017_147,JRO,50,NA,86,NA,NA,NA,NA,1,180051.57
2017_148,JRO,49,NA,59,NA,NA,NA,NA,1,83543.19
2017_149,JRO,64,NA,114,NA,NA,NA,NA,3,398965.06
2017_15,NRO,10,NA,NA,NA,NA,NA,NA,NA,40595.94
2017_150,NRO,46,NA,NA,NA,NA,NA,NA,NA,398965.06
2017_151,CRO,30,1,NA,32,NA,NA,NA,2,69794.6
2017_152,JRO,76,NA,35,35,NA,NA,NA,1,76051.7
2017_153,NRO,19,NA,NA,NA,NA,NA,NA,NA,61252.9
2017_154,NRO,30,NA,NA,NA,NA,NA,NA,NA,76051.7
2017_155,NRO,28,NA,NA,NA,NA,NA,NA,NA,66950
2017_156,NRO,150,NA,NA,NA,NA,NA,NA,NA,122053.05
2017_157,NRO,12,NA,NA,NA,NA,NA,NA,1,95069
2017_158,JRO,19,NA,62,NA,NA,NA,NA,1,63511.56
2017_159,NRO,90,NA,NA,NA,NA,NA,NA,NA,60296.2
2017_16,JRO,78,NA,63,NA,NA,NA,NA,2,117481.36
2017_160,CRO,44,1,NA,21,1,NA,1,1,41182.75
2017_161,NRO,15,NA,NA,NA,NA,NA,NA,NA,47145
2017_162,JRO,34,1,132,NA,NA,NA,NA,2,447776.91
2017_163,NRO,88,NA,NA,NA,NA,NA,NA,NA,74440.88
2017_164,NRO,30,NA,NA,NA,NA,NA,NA,NA,447776.91
2017_165,JRO,23,1,103,NA,NA,NA,NA,1,283545.34
2017_166,NRO,23,NA,NA,NA,NA,NA,NA,1,46985.88
2017_167,CRO,30,1,NA,29,1,NA,3,1,68916.35
2017_168,JRO,14,1,61,24,NA,NA,NA,3,243554.88
2017_169,NRO,30,NA,NA,NA,NA,NA,NA,NA,243554.88
2017_17,JRO,20,1,121,NA,NA,NA,NA,1,339530.76
2017_170,NRO,28,NA,NA,NA,NA,NA,NA,NA,68074
2017_171,JRO,130,NA,41,41,NA,NA,NA,NA,99100.46
2017_172,JRO,11,1,48,NA,NA,NA,NA,NA,192176.5
2017_173,NRO,100,NA,NA,NA,NA,NA,NA,NA,57253.01
2017_174,NRO,15,NA,NA,NA,NA,NA,NA,NA,86860
2017_175,NRO,29,NA,NA,NA,NA,NA,NA,NA,174983.55
2017_176,NRO,6,NA,NA,NA,NA,NA,NA,2,11687.16
2017_177,NRO,15,NA,NA,NA,NA,NA,NA,NA,43800.45
2017_178,JRO,25,1,59,NA,NA,NA,NA,1,77813.62
2017_179,NRO,32,NA,NA,NA,NA,NA,NA,NA,77813.62
2017_18,JRO,39,NA,115,NA,NA,NA,NA,3,256278.93
2017_180,CRO,31,1,NA,31,NA,NA,1,1,76097.17
2017_181,NRO,16,NA,NA,NA,NA,NA,NA,2,60600
2017_182,JRO,47,NA,30,NA,NA,NA,NA,NA,63653.89
2017_183,NRO,17,NA,NA,NA,NA,NA,NA,NA,60600
2017_184,JRO,13,1,25,NA,NA,NA,NA,1,68327
2017_185,JRO,44,1,140,NA,NA,NA,NA,1,400949.71
2017_186,NRO,52,NA,NA,NA,NA,NA,NA,NA,400949.71
2017_187,JRO,91,1,40,NA,NA,NA,NA,NA,104808.18
2017_188,NRO,30,NA,NA,NA,NA,NA,NA,NA,58580
2017_189,NRO,15,NA,NA,NA,NA,NA,NA,2,151064.55
2017_19,NRO,66,NA,NA,NA,NA,NA,NA,NA,102090.8
2017_190,NRO,17,NA,NA,NA,NA,NA,NA,NA,60600
2017_191,NRO,6,NA,NA,NA,NA,NA,NA,1,74.9
2017_192,CRO,25,1,NA,30,2,NA,NA,1,73120.07
2017_193,NRO,18,NA,NA,NA,NA,NA,NA,NA,58580
2017_194,NRO,30,NA,NA,NA,NA,NA,NA,NA,89890
2017_195,NRO,28,NA,NA,NA,NA,NA,NA,NA,79992
2017_196,CRO,11,1,NA,23,1,NA,NA,1,40967.35
2017_197,NRO,9,1,NA,NA,NA,NA,NA,NA,147815.85
2017_198,NRO,93,1,NA,NA,NA,NA,NA,NA,73652.83
2017_199,NRO,118,NA,NA,NA,NA,NA,NA,NA,62477.63
2017_2,NRO,17,NA,NA,NA,NA,NA,NA,NA,38988.18
2017_20,NRO,20,NA,NA,NA,NA,NA,NA,NA,40376
2017_200,CRO,31,1,NA,30,1,NA,NA,1,76155.85
2017_201,JRO,41,1,167,NA,NA,NA,NA,1,418973.73
2017_202,NRO,30,NA,NA,NA,NA,NA,NA,NA,418973.73
2017_203,NRO,28,NA,NA,NA,NA,NA,NA,NA,58580
2017_204,JRO,61,NA,43,43,NA,NA,NA,1,84346.42
2017_205,JRO,25,NA,80,NA,NA,NA,NA,1,66696.13
2017_206,JRO,22,1,25,NA,NA,NA,NA,1,58279.91
2017_207,CRO,78,NA,2,39,NA,NA,1,1,223403.4
2017_208,NRO,30,NA,NA,NA,NA,NA,NA,NA,67670
2017_209,NRO,30,NA,NA,NA,NA,NA,NA,NA,67670
2017_21,CRO,77,NA,NA,NA,NA,NA,NA,2,90817.55
2017_210,JRO,96,1,43,43,NA,NA,NA,1,101493.75
2017_211,JRO,78,1,26,NA,NA,NA,NA,1,74316.09
2017_212,CRO,32,1,NA,31,1,NA,1,1,74554.51
2017_213,JRO,38,NA,79,27,NA,NA,NA,1,143169.47
2017_214,JRO,36,1,29,NA,NA,NA,NA,1,75317
2017_215,JRO,2,1,9,NA,NA,NA,NA,1,73173.32
2017_216,NRO,27,NA,NA,NA,NA,NA,NA,NA,59590
2017_217,NRO,27,NA,NA,NA,NA,NA,NA,NA,71407
2017_218,JRO,5,NA,20,NA,NA,NA,NA,1,82028.2
2017_219,JRO,9,1,36,NA,NA,NA,NA,1,202084.34
2017_22,NRO,67,NA,NA,NA,NA,NA,NA,NA,50429.3
2017_220,JRO,65,NA,34,NA,NA,NA,NA,NA,83480.32
2017_221,NRO,11,NA,NA,NA,NA,NA,NA,NA,44482.04
2017_222,NRO,30,NA,NA,NA,NA,NA,NA,NA,126250
2017_223,NRO,15,NA,NA,NA,NA,NA,NA,NA,45368
2017_224,NRO,30,NA,NA,NA,NA,NA,NA,NA,51409
2017_225,JRO,47,NA,46,NA,NA,NA,NA,NA,93829.94
2017_226,JRO,16,1,20,NA,NA,NA,NA,1,54276.86
2017_227,JRO,17,1,76,NA,NA,NA,NA,1,378304.95
