ROID,MSNAME,DEST,N_RETURNEES,DATE,OPTYPE
RO-00853,Austria,Afghanistan,20,12/03/2019,JRO
RO-00853,Greece,Afghanistan,3,12/03/2019,JRO
RO-00853,Hungary,Afghanistan,2,12/03/2019,JRO
RO-00853,Sweden,Afghanistan,25,12/03/2019,JRO
RO-00855,Austria,Afghanistan,18,11/06/2019,JRO
RO-00855,Sweden,Afghanistan,25,11/06/2019,JRO
RO-00857,Austria,Nigeria,19,30/01/2019,JRO
RO-00857,Austria,Gambia,0,30/01/2019,JRO
RO-00857,Germany,Nigeria,10,30/01/2019,JRO
RO-00857,Germany,Gambia,1,30/01/2019,JRO
RO-00857,Italy,Gambia,7,30/01/2019,JRO
RO-00857,Norway,Nigeria,1,30/01/2019,JRO
RO-00857,Sweden,Nigeria,4,30/01/2019,JRO
RO-00857,Sweden,Gambia,1,30/01/2019,JRO
RO-00857,Switzerland,Nigeria,2,30/01/2019,JRO
RO-00858,Austria,Nigeria,27,27/02/2019,JRO
RO-00858,Austria,Gambia,2,27/02/2019,JRO
RO-00858,France,Nigeria,3,27/02/2019,JRO
RO-00858,Germany,Nigeria,21,27/02/2019,JRO
RO-00858,Sweden,Nigeria,1,27/02/2019,JRO
RO-00858,Sweden,Gambia,1,27/02/2019,JRO
RO-00858,Switzerland,Nigeria,3,27/02/2019,JRO
RO-00859,Austria,Nigeria,15,10/04/2019,JRO
RO-00859,France,Nigeria,3,10/04/2019,JRO
RO-00859,Germany,Nigeria,12,10/04/2019,JRO
RO-00859,Hungary,Nigeria,1,10/04/2019,JRO
RO-00859,Sweden,Nigeria,2,10/04/2019,JRO
RO-00860,Austria,Armenia,3,15/03/2019,JRO
RO-00860,Austria,Georgia,16,15/03/2019,JRO
RO-00860,Germany,Armenia,6,15/03/2019,JRO
RO-00868,Germany,Afghanistan,35,07/01/2019,JRO
RO-00869,Germany,Afghanistan,38,18/02/2019,JRO
RO-00870,Germany,Afghanistan,21,19/03/2019,JRO
RO-00871,Austria,Kosovo,8,22/01/2019,NRO
RO-00871,Austria,North Macedonia,3,22/01/2019,NRO
RO-00871,Austria,Serbia,5,22/01/2019,NRO
RO-00874,Austria,Georgia,7,15/01/2019,JRO
RO-00874,Austria,Uzbekistan,6,15/01/2019,JRO
RO-00874,Ireland,Georgia,8,15/01/2019,JRO
RO-00875,Austria,Russia,3,14/02/2019,JRO
RO-00875,Germany,Russia,4,14/02/2019,JRO
RO-00879,Germany,Pakistan,27,22/01/2019,JRO
RO-00882,France,Georgia,5,24/01/2019,CRO
RO-00882,Germany,Georgia,55,24/01/2019,CRO
RO-00882,Sweden,Georgia,1,24/01/2019,CRO
RO-00883,France,Georgia,2,21/02/2019,CRO
RO-00883,Germany,Georgia,72,21/02/2019,CRO
RO-00883,Luxembourg,Georgia,4,21/02/2019,CRO
RO-00884,France,Georgia,4,26/03/2019,CRO
RO-00884,Germany,Georgia,74,26/03/2019,CRO
RO-00885,Germany,Montenegro,34,29/01/2019,CRO
RO-00886,Germany,Tunisia,18,16/01/2019,JRO
RO-00887,Germany,Georgia,62,17/01/2019,CRO
RO-00887,Switzerland,Georgia,3,17/01/2019,CRO
RO-00888,Germany,Kosovo,17,15/01/2019,JRO
RO-00888,Germany,Albania,49,15/01/2019,JRO
RO-00889,Germany,North Macedonia,64,29/01/2019,NRO
RO-00889,Germany,Serbia,56,29/01/2019,NRO
RO-00891,Germany,Armenia,40,03/01/2019,NRO
RO-00892,Germany,Serbia,18,14/01/2019,JRO
RO-00892,Germany,Moldova,14,14/01/2019,JRO
RO-00894,Austria,Pakistan,8,05/02/2019,JRO
RO-00894,Germany,Pakistan,6,05/02/2019,JRO
RO-00896,Germany,C̫te d'Ivoire,2,04/01/2019,JRO
RO-00896,Germany,Ghana,0,04/01/2019,JRO
RO-00898,Spain,Nigeria,2,08/01/2019,JRO
RO-00898,The Netherlands,Nigeria,0,08/01/2019,JRO
RO-00901,Germany,Bangladesh,27,22/01/2019,JRO
RO-00902,Belgium,Albania,3,15/01/2019,CRO
RO-00902,France,Albania,30,15/01/2019,CRO
RO-00904,Belgium,Albania,3,22/01/2019,CRO
RO-00904,France,Albania,21,22/01/2019,CRO
RO-00905,Belgium,Albania,5,29/01/2019,CRO
RO-00905,France,Albania,22,29/01/2019,CRO
RO-00907,Germany,Gambia,15,29/01/2019,JRO
RO-00910,Germany,Kosovo,24,05/02/2019,NRO
RO-00910,Germany,Albania,31,05/02/2019,NRO
RO-00914,Germany,Sudan,1,06/03/2019,JRO
RO-00914,Switzerland,Angola,2,06/03/2019,JRO
RO-00914,Switzerland,Sudan,5,06/03/2019,JRO
RO-00915,Greece,Pakistan,5,13/03/2019,JRO
RO-00915,Sweden,Pakistan,2,13/03/2019,JRO
RO-00916,Greece,Pakistan,17,23/07/2019,JRO
RO-00916,Sweden,Pakistan,2,23/07/2019,JRO
RO-00918,Germany,Tunisia,17,06/02/2019,NRO
RO-00920,Germany,Kosovo,23,12/02/2019,JRO
RO-00920,Germany,Albania,58,12/02/2019,JRO
RO-00923,Italy,Tunisia,32,03/01/2019,NRO
RO-00925,Italy,Tunisia,32,10/01/2019,NRO
RO-00926,Germany,Moldova,49,26/02/2019,NRO
RO-00926,Germany,Bosnia and Herzegovina,29,26/02/2019,NRO
RO-00927,Germany,Gambia,20,25/02/2019,JRO
RO-00928,Belgium,Albania,5,05/02/2019,CRO
RO-00928,France,Albania,28,05/02/2019,CRO
RO-00929,Belgium,Albania,5,12/02/2019,CRO
RO-00929,France,Albania,21,12/02/2019,CRO
RO-00930,Belgium,Albania,5,19/02/2019,CRO
RO-00930,France,Albania,21,19/02/2019,CRO
RO-00931,Spain,Georgia,12,07/02/2019,NRO
RO-00931,Spain,Albania,27,07/02/2019,NRO
RO-00932,Belgium,Albania,5,26/02/2019,CRO
RO-00932,France,Albania,29,26/02/2019,CRO
RO-00933,Finland,Colombia,5,27/02/2019,JRO
RO-00933,Spain,Colombia,56,27/02/2019,JRO
RO-00933,Spain,Dominican Republic,9,27/02/2019,JRO
RO-00934,Italy,Tunisia,16,17/01/2019,NRO
RO-00935,Germany,North Macedonia,23,07/03/2019,JRO
RO-00935,Germany,Serbia,39,07/03/2019,JRO
RO-00936,Germany,Kosovo,25,14/03/2019,NRO
RO-00936,Germany,Albania,31,14/03/2019,NRO
RO-00937,Italy,Nigeria,34,09/02/2019,NRO
RO-00939,Germany,Pakistan,30,28/03/2019,JRO
RO-00941,Italy,Egypt,22,22/01/2019,NRO
RO-00942,Germany,Turkey,4,28/02/2019,JRO
RO-00943,Finland,Iraq,4,14/02/2019,NRO
RO-00944,Italy,Tunisia,9,24/01/2019,NRO
RO-00945,Germany,Russia,56,05/03/2019,JRO
RO-00946,Germany,Kosovo,29,26/03/2019,JRO
RO-00946,Germany,Moldova,56,26/03/2019,JRO
RO-00947,Germany,Serbia,37,07/05/2019,CRO
RO-00949,Germany,Serbia,49,25/06/2019,CRO
RO-00950,Germany,Serbia,60,24/09/2019,CRO
RO-00951,Italy,Tunisia,16,28/01/2019,NRO
RO-00952,Germany,Kosovo,17,11/04/2019,JRO
RO-00952,Germany,Albania,84,11/04/2019,JRO
RO-00953,Germany,North Macedonia,75,30/04/2019,JRO
RO-00953,Germany,Serbia,72,30/04/2019,JRO
RO-00954,Belgium,Albania,5,07/03/2019,CRO
RO-00954,France,Albania,26,07/03/2019,CRO
RO-00955,Belgium,Albania,5,19/03/2019,CRO
RO-00955,France,Albania,22,19/03/2019,CRO
RO-00956,Belgium,Albania,5,12/03/2019,CRO
RO-00956,France,Albania,21,12/03/2019,CRO
RO-00957,Germany,Ghana,15,27/02/2019,NRO
RO-00958,Belgium,Albania,5,26/03/2019,CRO
RO-00958,France,Albania,30,26/03/2019,CRO
RO-00959,Germany,Lebanon,5,09/04/2019,JRO
RO-00960,Germany,Turkey,3,14/03/2019,JRO
RO-00961,Germany,Tunisia,21,13/03/2019,JRO
RO-00962,Italy,Tunisia,15,11/02/2019,NRO
RO-00963,Germany,Russia,35,15/05/2019,NRO
RO-00964,Germany,Albania,20,05/04/2019,JRO
RO-00965,Denmark,Nigeria,2,06/05/2019,JRO
RO-00965,Germany,Nigeria,24,06/05/2019,JRO
RO-00965,Germany,Ghana,5,06/05/2019,JRO
RO-00966,Germany,Georgia,55,22/05/2019,CRO
RO-00966,Iceland,Georgia,4,22/05/2019,CRO
RO-00966,Sweden,Georgia,1,22/05/2019,CRO
RO-00967,Germany,Bangladesh,27,28/03/2019,JRO
RO-00970,Austria,Nigeria,35,26/06/2019,JRO
RO-00970,Bulgaria,Nigeria,2,26/06/2019,JRO
RO-00970,Germany,Nigeria,10,26/06/2019,JRO
RO-00970,Hungary,Nigeria,3,26/06/2019,JRO
RO-00970,Switzerland,Nigeria,4,26/06/2019,JRO
RO-00971,Austria,Nigeria,27,28/08/2019,JRO
RO-00971,Germany,Nigeria,16,28/08/2019,JRO
RO-00971,Hungary,Nigeria,1,28/08/2019,JRO
RO-00971,Switzerland,Nigeria,3,28/08/2019,JRO
RO-00973,Austria,Nigeria,5,24/07/2019,JRO
RO-00973,Germany,Nigeria,13,24/07/2019,JRO
RO-00973,Sweden,Nigeria,1,24/07/2019,JRO
RO-00974,Austria,Nigeria,16,15/05/2019,JRO
RO-00974,Bulgaria,Nigeria,2,15/05/2019,JRO
RO-00974,Czech Republic,Nigeria,3,15/05/2019,JRO
RO-00974,Finland,Nigeria,2,15/05/2019,JRO
RO-00974,Germany,Nigeria,17,15/05/2019,JRO
RO-00974,Luxembourg,Nigeria,1,15/05/2019,JRO
RO-00974,Romania,Nigeria,2,15/05/2019,JRO
RO-00975,Belgium,Albania,5,02/04/2019,CRO
RO-00975,France,Albania,22,02/04/2019,CRO
RO-00976,Belgium,Albania,5,09/04/2019,CRO
RO-00976,France,Albania,38,09/04/2019,CRO
RO-00977,Belgium,Albania,5,16/04/2019,CRO
RO-00977,Finland,Albania,5,16/04/2019,CRO
RO-00977,France,Albania,29,16/04/2019,CRO
RO-00978,Belgium,Albania,5,24/04/2019,CRO
RO-00978,France,Albania,24,24/04/2019,CRO
RO-00978,The Netherlands,Albania,7,24/04/2019,CRO
RO-00980,Germany,Azerbaijan,53,09/04/2019,JRO
RO-00982,Austria,Pakistan,6,16/04/2019,JRO
RO-00982,Germany,Pakistan,33,16/04/2019,JRO
RO-00982,Hungary,Pakistan,1,16/04/2019,JRO
RO-00982,Poland,Pakistan,1,16/04/2019,JRO
RO-00982,Slovenia,Pakistan,1,16/04/2019,JRO
RO-00982,Sweden,Pakistan,2,16/04/2019,JRO
RO-00983,Austria,Kosovo,4,19/03/2019,JRO
RO-00983,Austria,North Macedonia,8,19/03/2019,JRO
RO-00983,Austria,Serbia,5,19/03/2019,JRO
RO-00983,Slovenia,Kosovo,1,19/03/2019,JRO
RO-00984,Italy,Tunisia,15,18/02/2019,NRO
RO-00985,Italy,Nigeria,17,19/02/2019,NRO
RO-00986,Austria,Russia,9,03/04/2019,NRO
RO-00987,Germany,Tunisia,19,10/04/2019,JRO
RO-00988,Austria,Guinea,1,26/03/2019,JRO
RO-00988,Belgium,Congo DR,3,26/03/2019,JRO
RO-00988,Belgium,Guinea,4,26/03/2019,JRO
RO-00988,Germany,Congo DR,1,26/03/2019,JRO
RO-00988,Hungary,Congo DR,1,26/03/2019,JRO
RO-00988,Switzerland,Congo DR,2,26/03/2019,JRO
RO-00988,The Netherlands,Guinea,2,26/03/2019,JRO
RO-00989,France,Georgia,6,25/07/2019,CRO
RO-00989,Germany,Georgia,46,25/07/2019,CRO
RO-00990,Germany,Benin,2,14/03/2019,NRO
RO-00991,Italy,Tunisia,16,04/03/2019,NRO
RO-00993,Italy,Nigeria,34,30/03/2019,JRO
RO-00994,Spain,Colombia,49,08/05/2019,NRO
RO-00994,Spain,Ecuador,13,08/05/2019,NRO
RO-00996,Spain,Georgia,14,28/03/2019,NRO
RO-00996,Spain,Albania,32,28/03/2019,NRO
RO-00997,Italy,Tunisia,11,14/03/2019,NRO
RO-00998,Italy,Egypt,26,15/03/2019,NRO
RO-00999,Germany,Ghana,20,02/04/2019,NRO
RO-01000,Germany,Albania,48,18/04/2019,JRO
RO-01000,Germany,Moldova,51,18/04/2019,JRO
RO-01001,Austria,Pakistan,7,13/06/2019,JRO
RO-01001,Germany,Pakistan,34,13/06/2019,JRO
RO-01001,Ireland,Pakistan,16,13/06/2019,JRO
RO-01002,France,Pakistan,3,25/06/2019,JRO
RO-01002,Germany,Pakistan,35,25/06/2019,JRO
RO-01002,Italy,Pakistan,4,25/06/2019,JRO
RO-01002,Switzerland,Pakistan,2,25/06/2019,JRO
RO-01003,Germany,North Macedonia,21,29/05/2019,JRO
RO-01003,Germany,Serbia,48,29/05/2019,JRO
RO-01004,Germany,Tunisia,18,08/05/2019,JRO
RO-01005,Germany,Moldova,26,28/05/2019,JRO
RO-01005,Germany,Bosnia and Herzegovina,25,28/05/2019,JRO
RO-01006,Austria,Armenia,9,27/05/2019,JRO
RO-01006,Austria,Mongolia,6,27/05/2019,JRO
RO-01006,Switzerland,Armenia,4,27/05/2019,JRO
RO-01006,Switzerland,Mongolia,1,27/05/2019,JRO
RO-01007,France,Albania,15,29/03/2019,NRO
RO-01008,France,Georgia,21,26/04/2019,JRO
RO-01009,France,Georgia,5,04/06/2019,CRO
RO-01009,Germany,Georgia,45,04/06/2019,CRO
RO-01010,Italy,Tunisia,30,01/04/2019,NRO
RO-01011,Austria,Afghanistan,23,07/05/2019,JRO
RO-01011,Bulgaria,Afghanistan,4,07/05/2019,JRO
RO-01011,Hungary,Afghanistan,1,07/05/2019,JRO
RO-01011,Sweden,Afghanistan,10,07/05/2019,JRO
RO-01012,Germany,Russia,71,06/06/2019,JRO
RO-01013,Germany,Armenia,53,16/05/2019,JRO
RO-01014,Germany,Turkey,3,16/05/2019,JRO
RO-01015,Austria,Georgia,8,23/05/2019,JRO
RO-01015,Austria,Uzbekistan,7,23/05/2019,JRO
RO-01015,Germany,Georgia,31,23/05/2019,JRO
RO-01016,Italy,Tunisia,21,08/04/2019,NRO
RO-01017,Belgium,Albania,5,07/05/2019,CRO
RO-01017,France,Albania,18,07/05/2019,CRO
RO-01018,France,Albania,18,14/05/2019,CRO
RO-01019,Belgium,Albania,5,21/05/2019,CRO
RO-01019,France,Albania,24,21/05/2019,CRO
RO-01020,Belgium,Albania,5,28/05/2019,CRO
RO-01020,France,Albania,18,28/05/2019,CRO
RO-01021,Italy,Nigeria,35,18/04/2019,NRO
RO-01022,Spain,Georgia,18,23/05/2019,NRO
RO-01022,Spain,Albania,12,23/05/2019,NRO
RO-01024,Germany,Afghanistan,32,24/04/2019,JRO
RO-01025,Spain,Georgia,22,25/04/2019,NRO
RO-01025,Spain,Albania,9,25/04/2019,NRO
RO-01026,Germany,Nigeria,25,20/05/2019,JRO
RO-01026,Greece,Nigeria,1,20/05/2019,JRO
RO-01027,Germany,Egypt,13,11/06/2019,NRO
RO-01028,Germany,Ukraine,36,15/05/2019,NRO
RO-01029,Finland,Albania,4,03/06/2019,JRO
RO-01029,Germany,Kosovo,25,03/06/2019,JRO
RO-01029,Germany,Albania,72,03/06/2019,JRO
RO-01030,Italy,Tunisia,18,18/04/2019,NRO
RO-01031,Germany,Nigeria,23,06/06/2019,JRO
RO-01031,Poland,Nigeria,1,06/06/2019,JRO
RO-01032,Germany,North Macedonia,60,27/06/2019,NRO
RO-01035,Germany,Serbia,32,27/06/2019,JRO
RO-01035,Germany,Moldova,10,27/06/2019,JRO
RO-01036,Germany,Pakistan,27,22/07/2019,JRO
RO-01037,France,Georgia,5,22/10/2019,CRO
RO-01037,Germany,Georgia,44,22/10/2019,CRO
RO-01038,Germany,Georgia,47,05/12/2019,CRO
RO-01038,Italy,Georgia,5,05/12/2019,CRO
RO-01038,Sweden,Georgia,4,05/12/2019,CRO
RO-01039,Germany,Tunisia,21,05/06/2019,NRO
RO-01040,Finland,Turkey,1,09/05/2019,NRO
RO-01041,Germany,Armenia,60,05/09/2019,JRO
RO-01042,Sweden,Afghanistan,20,18/06/2019,NRO
RO-01043,Germany,Afghanistan,24,21/05/2019,JRO
RO-01044,Austria,Russia,11,28/05/2019,NRO
RO-01045,Austria,Kosovo,2,06/06/2019,NRO
RO-01045,Austria,North Macedonia,8,06/06/2019,NRO
RO-01045,Austria,Serbia,2,06/06/2019,NRO
RO-01046,Belgium,Albania,4,30/04/2019,CRO
RO-01046,France,Albania,29,30/04/2019,CRO
RO-01047,Germany,Kosovo,39,02/07/2019,JRO
RO-01047,Germany,Albania,51,02/07/2019,JRO
RO-01048,Austria,Afghanistan,12,01/10/2019,JRO
RO-01048,Bulgaria,Afghanistan,4,01/10/2019,JRO
RO-01048,Sweden,Afghanistan,25,01/10/2019,JRO
RO-01049,Austria,Afghanistan,15,13/11/2019,JRO
RO-01049,Sweden,Afghanistan,29,13/11/2019,JRO
RO-01050,Bulgaria,Afghanistan,2,27/11/2019,JRO
RO-01050,Sweden,Afghanistan,27,27/11/2019,JRO
RO-01053,Germany,Somalia,3,12/06/2019,JRO
RO-01054,Finland,Ethiopia,4,03/06/2019,JRO
RO-01054,Norway,Ethiopia,3,03/06/2019,JRO
RO-01054,Sweden,Ethiopia,8,03/06/2019,JRO
RO-01055,Italy,Tunisia,35,09/05/2019,NRO
RO-01056,Sweden,Afghanistan,50,11/09/2019,NRO
RO-01057,France,Albania,15,16/05/2019,NRO
RO-01058,Italy,Tunisia,28,16/05/2019,NRO
RO-01059,Austria,Afghanistan,17,28/05/2019,JRO
RO-01059,Bulgaria,Afghanistan,2,28/05/2019,JRO
RO-01059,Sweden,Afghanistan,25,28/05/2019,JRO
RO-01060,Austria,Armenia,5,04/07/2019,JRO
RO-01060,Austria,Georgia,6,04/07/2019,JRO
RO-01060,Germany,Georgia,27,04/07/2019,JRO
RO-01061,Germany,Tunisia,23,03/07/2019,JRO
RO-01063,Germany,Nigeria,12,11/06/2019,JRO
RO-01065,Germany,Guinea,9,12/06/2019,JRO
RO-01066,Germany,Pakistan,39,24/09/2019,JRO
RO-01066,Poland,Pakistan,1,24/09/2019,JRO
RO-01067,Austria,Pakistan,4,21/11/2019,JRO
RO-01067,Finland,Pakistan,4,21/11/2019,JRO
RO-01067,Germany,Pakistan,27,21/11/2019,JRO
RO-01068,Germany,Pakistan,32,17/12/2019,JRO
RO-01068,Italy,Pakistan,5,17/12/2019,JRO
RO-01069,Belgium,Albania,3,04/06/2019,CRO
RO-01069,France,Albania,21,04/06/2019,CRO
RO-01070,Belgium,Albania,5,18/06/2019,CRO
RO-01070,France,Albania,34,18/06/2019,CRO
RO-01071,Belgium,Albania,5,25/06/2019,CRO
RO-01071,France,Albania,27,25/06/2019,CRO
RO-01072,France,Georgia,13,28/06/2019,CRO
RO-01073,Germany,Kosovo,33,11/07/2019,JRO
RO-01073,Germany,Albania,42,11/07/2019,JRO
RO-01074,France,Albania,45,12/06/2019,CRO
RO-01075,Germany,Serbia,29,23/07/2019,CRO
RO-01076,Germany,Kosovo,14,13/08/2019,JRO
RO-01076,Germany,Albania,25,13/08/2019,JRO
RO-01077,Germany,Tunisia,21,28/08/2019,JRO
RO-01078,Italy,Egypt,18,24/05/2019,NRO
RO-01079,Germany,North Macedonia,28,26/09/2019,NRO
RO-01080,Germany,Afghanistan,11,17/06/2019,JRO
RO-01081,Italy,Tunisia,26,27/05/2019,NRO
RO-01083,Italy,Tunisia,15,30/05/2019,NRO
RO-01087,Germany,Kosovo,36,10/09/2019,JRO
RO-01087,Germany,Albania,60,10/09/2019,JRO
RO-01088,Germany,Afghanistan,45,30/07/2019,JRO
RO-01089,Germany,Afghanistan,31,27/08/2019,JRO
RO-01090,Germany,Bangladesh,33,03/09/2019,JRO
RO-01090,Switzerland,Bangladesh,1,03/09/2019,JRO
RO-01091,Spain,Mauritania,10,06/06/2019,NRO
RO-01092,Spain,Georgia,18,27/06/2019,NRO
RO-01092,Spain,Albania,18,27/06/2019,NRO
RO-01093,Germany,Tunisia,25,18/09/2019,NRO
RO-01094,Germany,Nigeria,20,15/07/2019,JRO
RO-01095,Italy,Nigeria,32,22/06/2019,NRO
RO-01096,Italy,Tunisia,23,10/06/2019,NRO
RO-01097,Italy,Egypt,14,11/06/2019,NRO
RO-01099,Germany,Serbia,21,13/08/2019,JRO
RO-01099,Germany,Moldova,24,13/08/2019,JRO
