RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01178,07/01/2020 NRO,,Germany,Pakistan,,31
RO-01178 Total,,,,,,31
RO-01179,04/02/2020 JRO,,Germany,Pakistan,,47
"",,,Poland,Pakistan,,2
RO-01179 Total,,,,,,49
RO-01180,03/03/2020 JRO,,Austria,Pakistan,,8
"",,,Germany,Pakistan,,34
"",,,Sweden,Pakistan,,3
RO-01180 Total,,,,,,45
RO-01186,14/07/2020 JRO,,Germany,Pakistan,,19
"",,,Greece,Pakistan,,10
RO-01186 Total,,,,,,29
RO-01187,14/01/2020 NRO,,Germany,Afghanistan,,37
RO-01187 Total,,,,,,37
RO-01188,12/02/2020 NRO,,Germany,Afghanistan,,31
RO-01188 Total,,,,,,31
RO-01193,16/01/2020 CRO,,France,Georgia,,5
"",,,Germany,Georgia,,29
"",,,Sweden,Georgia,,2
RO-01193 Total,,,,,,36
RO-01194,11/02/2020 CRO,,Germany,Georgia,,81
"",,,Italy,Georgia,,3
RO-01194 Total,,,,,,84
RO-01195,05/03/2020 CRO,,France,Georgia,,5
"",,,Germany,Georgia,,42
"",,,Italy,Georgia,,5
RO-01195 Total,,,,,,52
RO-01204,22/01/2020 JRO,,Austria,Nigeria,,12
"",,,Belgium,Nigeria,,2
"",,,Germany,Nigeria,,20
"",,,Greece,Nigeria,,1
RO-01204 Total,,,,,,35
RO-01205,19/02/2020 JRO,,Austria,Nigeria,,17
"",,,Austria,The Gambia,,1
"",,,Hungary,Nigeria,,2
"",,,Hungary,The Gambia,,1
"",,,Luxembourg,Nigeria,,7
"",,,Sweden,Nigeria,,3
"",,,Sweden,The Gambia,,4
RO-01205 Total,,,,,,35
RO-01210,13/02/2020 NRO,,Austria,Armenia,,1
"",,,Austria,Georgia,,3
RO-01210 Total,,,,,,4
RO-01211,07/05/2020 NRO,,Austria,Georgia,,7
RO-01211 Total,,,,,,7
RO-01212,11/03/2020 NRO,,Austria,Russia,,5
RO-01212 Total,,,,,,5
RO-01219,05/02/2020 JRO,,Austria,Afghanistan,,18
"",,,Bulgaria,Afghanistan,,2
"",,,Greece,Afghanistan,,2
"",,,Sweden,Afghanistan,,24
RO-01219 Total,,,,,,46
RO-01220,04/03/2020 JRO,,Bulgaria,Afghanistan,,1
"",,,Sweden,Afghanistan,,22
RO-01220 Total,,,,,,23
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01231,06/02/2020 JRO,,Germany,Nigeria,,10
"",,,Norway,Nigeria,,1
RO-01231 Total,,,,,,11
RO-01233,26/02/2020 JRO,,Germany,Nigeria,,27
"",,,Poland,Nigeria,,1
RO-01233 Total,,,,,,28
RO-01237,30/01/2020 NRO,,Germany,Ghana,,21
RO-01237 Total,,,,,,21
RO-01263,23/01/2020 JRO,,Finland,Kosovo*,,3
"",,,Germany,Kosovo*,,14
"",,,Germany,Albania,,59
RO-01263 Total,,,,,,76
RO-01264,28/01/2020 NRO,,Germany,North Macedonia,,19
"",,,Germany,Serbia,,59
RO-01264 Total,,,,,,78
RO-01281,03/03/2020 CRO,,Germany,Montenegro,,44
RO-01281 Total,,,,,,44
RO-01283,18/08/2020 JRO,,Austria,Pakistan,,7
"",,,Germany,Pakistan,,24
"",,,Poland,Pakistan,,2
RO-01283 Total,,,,,,33
RO-01284,07/09/2020 NRO,,Germany,Pakistan,,34
RO-01284 Total,,,,,,34
RO-01285,08/10/2020 JRO,,Germany,Pakistan,,36
"",,,Poland,Pakistan,,1
RO-01285 Total,,,,,,37
RO-01289,26/02/2020 JRO,,Austria,Afghanistan,,9
"",,,Bulgaria,Afghanistan,,1
"",,,Hungary,Afghanistan,,0
RO-01289 Total,,,,,,10
RO-01291,22/01/2020 NRO,,Germany,Tunisia,,18
RO-01291 Total,,,,,,18
RO-01292,05/02/2020 NRO,,Germany,Tunisia,,19
RO-01292 Total,,,,,,19
RO-01294,18/02/2020 NRO,,Germany,Azerbaijan,,21
RO-01294 Total,,,,,,21
RO-01295,28/01/2020 NRO,,Germany,Russia,,41
RO-01295 Total,,,,,,41
RO-01298,27/02/2020 NRO,,Germany,Azerbaijan,,29
RO-01298 Total,,,,,,29
RO-01299,21/01/2020 JRO,,Belgium,Guinea,,7
"",,,Germany,Guinea,,9
RO-01299 Total,,,,,,16
RO-01304,18/02/2020 NRO,,Germany,Serbia,,27
"",,,Germany,Moldova,,49
RO-01304 Total,,,,,,76
RO-01305,05/03/2020 NRO,,Germany,Albania,,7
"",,,Germany,Moldova,,50
RO-01305 Total,,,,,,57
RO-01306,15/06/2020 NRO,,Germany,Serbia,,47
RO-01306 Total,,,,,,47
RO-01307,20/01/2020 NRO,,Spain,Mauritania,,46
RO-01307 Total,,,,,,46
RO-01311,07/01/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,41
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01311 Total,,,,,,47
RO-01312,14/01/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,23
RO-01312 Total,,,,,,29
RO-01313,21/01/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,34
RO-01313 Total,,,,,,40
RO-01314,10/03/2020 JRO,,Finland,Kosovo*,,1
"",,,Germany,Kosovo*,,15
"",,,Germany,Albania,,59
RO-01314 Total,,,,,,75
RO-01315,24/03/2020 NRO,,Germany,Serbia,,31
RO-01315 Total,,,,,,31
RO-01317,28/01/2020 CRO,,France,Albania,,31
RO-01317 Total,,,,,,31
RO-01321,14/01/2020 NRO,,Greece,Pakistan,,27
RO-01321 Total,,,,,,27
RO-01322,19/02/2020 NRO,,Germany,Kosovo*,,21
"",,,Germany,Albania,,64
RO-01322 Total,,,,,,85
RO-01326,26/05/2020 NRO,,Germany,North Macedonia,,25
"",,,Germany,Serbia,,34
RO-01326 Total,,,,,,59
RO-01328,23/06/2020 NRO,,Germany,Albania,,46
RO-01328 Total,,,,,,46
RO-01330,02/01/2020 NRO,,Italy,Tunisia,,11
RO-01330 Total,,,,,,11
RO-01331,21/01/2020 NRO,,Italy,Egypt,,29
RO-01331 Total,,,,,,29
RO-01333,27/01/2020 NRO,,Spain,Mauritania,,42
RO-01333 Total,,,,,,42
RO-01334,13/01/2020 NRO,,Italy,Tunisia,,14
RO-01334 Total,,,,,,14
RO-01335,04/02/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,38
RO-01335 Total,,,,,,44
RO-01336,11/02/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,34
RO-01336 Total,,,,,,40
RO-01337,18/02/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,25
RO-01337 Total,,,,,,31
RO-01338,25/02/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,23
RO-01338 Total,,,,,,29
RO-01341,01/02/2020 NRO,,Italy,Nigeria,,30
RO-01341 Total,,,,,,30
RO-01342,03/03/2020 CRO,,France,Albania,,44
"",,,Luxembourg,Albania,,5
RO-01342 Total,,,,,,49
RO-01343,10/03/2020 CRO,,Belgium,Albania,,6
"",,,France,Albania,,42
RO-01343 Total,,,,,,48
RO-01347,11/03/2020 NRO,,Germany,Afghanistan,,39
RO-01347 Total,,,,,,39
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01348,23/01/2020 NRO,,Italy,Tunisia,,7
RO-01348 Total,,,,,,7
RO-01350,17/02/2020 NRO,,Spain,Mauritania,,51
RO-01350 Total,,,,,,51
RO-01351,02/03/2020 NRO,,Spain,Mauritania,,23
RO-01351 Total,,,,,,23
RO-01353,07/02/2020 NRO,,Italy,Egypt,,20
RO-01353 Total,,,,,,20
RO-01354,25/02/2020 NRO,,Spain,Georgia,,15
"",,,Spain,Albania,,22
RO-01354 Total,,,,,,37
RO-01356,30/01/2020 NRO,,Italy,Tunisia,,10
RO-01356 Total,,,,,,10
RO-01357,18/03/2020 NRO,,Germany,Serbia,,19
RO-01357 Total,,,,,,19
RO-01359,06/02/2020 NRO,,Italy,Tunisia,,21
RO-01359 Total,,,,,,21
RO-01363,27/02/2020 NRO,,France,Albania,,17
RO-01363 Total,,,,,,17
RO-01365,05/03/2020 NRO,,Germany,Ghana,,15
RO-01365 Total,,,,,,15
RO-01369,17/02/2020 NRO,,Italy,Tunisia,,8
RO-01369 Total,,,,,,8
RO-01370,24/02/2020 NRO,,Italy,Tunisia,,14
RO-01370 Total,,,,,,14
RO-01393,28/10/2020 NRO,,Norway,Iraq,,5
RO-01393 Total,,,,,,5
RO-01401,18/06/2020 NRO,,Austria,Georgia,,16
RO-01401 Total,,,,,,16
RO-01405,04/06/2020 NRO,,Germany,Georgia,,55
RO-01405 Total,,,,,,55
RO-01409,20/07/2020 NRO,,Germany,Albania,,19
"",,,Germany,Moldova,,42
RO-01409 Total,,,,,,61
RO-01414,17/08/2020 NRO,,Germany,Kosovo*,,12
"",,,Germany,Albania,,41
RO-01414 Total,,,,,,53
RO-01415,19/08/2020 NRO,,Germany,Serbia,,45
"",,,Germany,Moldova,,30
RO-01415 Total,,,,,,75
RO-01420,16/07/2020 NRO,,Austria,Georgia,,26
RO-01420 Total,,,,,,26
RO-01421,10/06/2020 JRO,,Germany,Georgia,,45
"",,,Greece,Georgia,,10
RO-01421 Total,,,,,,55
RO-01425,15/06/2020 NRO,,Germany,Albania,,50
RO-01425 Total,,,,,,50
RO-01426,22/07/2020 NRO,,Germany,Tunisia,,22
RO-01426 Total,,,,,,22
RO-01428,28/07/2020 NRO,,Germany,Kosovo*,,14
"",,,Germany,Albania,,26
RO-01428 Total,,,,,,40
RO-01429,30/06/2020 NRO,,France,Albania,,18
RO-01429 Total,,,,,,18
RO-01430,16/06/2020 NRO,,France,Albania,,19
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01430 Total,,,,,,19
RO-01434,15/07/2020 NRO,,Germany,Moldova,,56
RO-01434 Total,,,,,,56
RO-01435,30/07/2020 NRO,,Germany,Moldova,,57
RO-01435 Total,,,,,,57
RO-01436,02/07/2020 JRO,,Germany,Georgia,,41
"",,,Sweden,Georgia,,5
RO-01436 Total,,,,,,46
RO-01437,08/07/2020 JRO,,Germany,Georgia,,28
"",,,Iceland,Georgia,,2
"",,,Sweden,Georgia,,5
RO-01437 Total,,,,,,35
RO-01438,20/08/2020 CRO,,Germany,Georgia,,38
RO-01438 Total,,,,,,38
RO-01439,25/08/2020 NRO,,Germany,North Macedonia,,51
"",,,Germany,Serbia,,25
RO-01439 Total,,,,,,76
RO-01441,10/09/2020 CRO,,Germany,Georgia,,31
"",,,Greece,Georgia,,10
RO-01441 Total,,,,,,41
RO-01442,16/07/2020 NRO,,France,Albania,,20
RO-01442 Total,,,,,,20
RO-01443,27/08/2020 NRO,,Germany,North Macedonia,,53
RO-01443 Total,,,,,,53
RO-01444,02/09/2020 NRO,,Germany,Tunisia,,22
RO-01444 Total,,,,,,22
RO-01446,22/07/2020 NRO,,Germany,Ukraine,,9
RO-01446 Total,,,,,,9
RO-01448,17/09/2020 JRO,,Austria,Armenia,,1
"",,,Austria,Georgia,,20
"",,,Greece,Georgia,,14
RO-01448 Total,,,,,,35
RO-01454,30/09/2020 JRO,,Germany,Kosovo*,,16
"",,,Germany,Albania,,29
"",,,The Netherlands,Kosovo*,,1
RO-01454 Total,,,,,,46
RO-01456,16/07/2020 NRO,,Italy,Tunisia,,20
RO-01456 Total,,,,,,20
RO-01457,11/08/2020 NRO,,Germany,Moldova,,36
RO-01457 Total,,,,,,36
RO-01458,30/09/2020 CRO,,Germany,Georgia,,45
"",,,Italy,Georgia,,4
"",,,Spain,Georgia,,1
RO-01458 Total,,,,,,50
RO-01460,04/08/2020 JRO,,Germany,Georgia,,39
"",,,Italy,Georgia,,5
"",,,Sweden,Georgia,,2
"",,,The Netherlands,Georgia,,1
RO-01460 Total,,,,,,47
RO-01461,23/07/2020 NRO,,Italy,Tunisia,,20
RO-01461 Total,,,,,,20
RO-01462,24/07/2020 NRO,,France,Georgia,,23
RO-01462 Total,,,,,,23
RO-01463,16/07/2020 NRO,,Slovenia,Kosovo*,,3
RO-01463 Total,,,,,,3
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01464,22/07/2020 NRO,,Finland,Georgia,,5
RO-01464 Total,,,,,,5
RO-01465,30/07/2020 NRO,,France,Albania,,20
RO-01465 Total,,,,,,20
RO-01466,26/08/2020 JRO,,Germany,Ukraine,,37
"",,,The Netherlands,Ukraine,,1
RO-01466 Total,,,,,,38
RO-01467,27/07/2020 NRO,,Italy,Tunisia,,19
RO-01467 Total,,,,,,19
RO-01468,07/08/2020 NRO,,Italy,Albania,,30
RO-01468 Total,,,,,,30
RO-01469,12/08/2020 NRO,,Germany,Albania,,47
RO-01469 Total,,,,,,47
RO-01470,12/08/2020 NRO,,France,Albania,,25
RO-01470 Total,,,,,,25
RO-01471,19/08/2020 NRO,,France,Georgia,,18
RO-01471 Total,,,,,,18
RO-01472,30/07/2020 NRO,,Italy,Tunisia,,18
RO-01472 Total,,,,,,18
RO-01474,03/08/2020 NRO,,Italy,Tunisia,,18
RO-01474 Total,,,,,,18
RO-01475,06/08/2020 NRO,,Italy,Tunisia,,20
RO-01475 Total,,,,,,20
RO-01478,02/09/2020 NRO,,Germany,Serbia,,63
RO-01478 Total,,,,,,63
RO-01479,28/09/2020 JRO,,Germany,Kosovo*,,8
"",,,Germany,Albania,,38
"",,,Sweden,Albania,,7
RO-01479 Total,,,,,,53
RO-01480,10/08/2020 NRO,,Italy,Tunisia,,39
RO-01480 Total,,,,,,39
RO-01481,06/08/2020 NRO,,Finland,Georgia,,5
RO-01481 Total,,,,,,5
RO-01482,20/08/2020 NRO,,Finland,Turkey,,4
RO-01482 Total,,,,,,4
RO-01484,13/08/2020 NRO,,Italy,Tunisia,,37
RO-01484 Total,,,,,,37
RO-01485,26/08/2020 NRO,,France,Albania,,25
RO-01485 Total,,,,,,25
RO-01486,02/09/2020 NRO,,France,Albania,,21
RO-01486 Total,,,,,,21
RO-01487,10/09/2020 NRO,,France,Albania,,25
RO-01487 Total,,,,,,25
RO-01489,17/08/2020 NRO,,Italy,Tunisia,,35
RO-01489 Total,,,,,,35
RO-01490,20/08/2020 NRO,,Italy,Tunisia,,37
RO-01490 Total,,,,,,37
RO-01491,01/09/2020 NRO,,Germany,Georgia,,30
RO-01491 Total,,,,,,30
RO-01492,15/09/2020 CRO,,France,Albania,,25
RO-01492 Total,,,,,,25
RO-01493,29/09/2020 CRO,,France,Albania,,24
RO-01493 Total,,,,,,24
RO-01494,27/08/2020 NRO,,Italy,Tunisia,,35
RO-01494 Total,,,,,,35
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01495,24/08/2020 NRO,,Italy,Tunisia,,30
RO-01495 Total,,,,,,30
RO-01496,15/10/2020 CRO,,Germany,Georgia,,48
RO-01496 Total,,,,,,48
RO-01497,06/10/2020 JRO,,Germany,North Macedonia,,21
"",,,Germany,Serbia,,34
"",,,Iceland,North Macedonia,,7
RO-01497 Total,,,,,,62
RO-01498,07/10/2020 NRO,,Germany,Tunisia,,18
RO-01498 Total,,,,,,18
RO-01508,24/09/2020 NRO,,Germany,Serbia,,11
"",,,Germany,Moldova,,77
RO-01508 Total,,,,,,88
RO-01509,30/09/2020 NRO,,Germany,Ukraine,,43
RO-01509 Total,,,,,,43
RO-01510,06/10/2020 CRO,,France,Albania,,25
RO-01510 Total,,,,,,25
RO-01511,24/11/2020 NRO,,Germany,Ukraine,,31
RO-01511 Total,,,,,,31
RO-01512,13/10/2020 CRO,,France,Albania,,25
RO-01512 Total,,,,,,25
RO-01513,20/10/2020 CRO,,France,Albania,,25
RO-01513 Total,,,,,,25
RO-01514,27/10/2020 CRO,,France,Albania,,24
RO-01514 Total,,,,,,24
RO-01515,31/08/2020 NRO,,Italy,Tunisia,,35
RO-01515 Total,,,,,,35
RO-01516,13/10/2020 JRO,,Austria,Pakistan,,5
"",,,Greece,Pakistan,,24
RO-01516 Total,,,,,,29
RO-01517,07/09/2020 NRO,,Italy,Tunisia,,15
RO-01517 Total,,,,,,15
RO-01518,03/09/2020 NRO,,Italy,Tunisia,,23
RO-01518 Total,,,,,,23
RO-01519,10/09/2020 NRO,,Italy,Tunisia,,35
RO-01519 Total,,,,,,35
RO-01520,14/09/2020 NRO,,Italy,Tunisia,,31
RO-01520 Total,,,,,,31
RO-01521,28/09/2020 NRO,,Germany,Moldova,,34
RO-01521 Total,,,,,,34
RO-01522,17/09/2020 NRO,,Italy,Tunisia,,40
RO-01522 Total,,,,,,40
RO-01523,27/10/2020 NRO,,Germany,Ethiopia,,10
RO-01523 Total,,,,,,10
RO-01524,03/11/2020 CRO,,France,Albania,,33
RO-01524 Total,,,,,,33
RO-01525,03/11/2020 JRO,,Germany,Bangladesh,,15
"",,,Iceland,Bangladesh,,1
"",,,Malta,Bangladesh,,2
RO-01525 Total,,,,,,18
RO-01526,05/11/2020 JRO,,Austria,Georgia,,12
"",,,France,Georgia,,4
"",,,Germany,Georgia,,18
RO-01526 Total,,,,,,34
RO-01527,18/11/2020 JRO,,Germany,The Gambia,,19
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
"",,,Norway,The Gambia,,1
RO-01527 Total,,,,,,20
RO-01528,10/11/2020 CRO,,France,Albania,,21
RO-01528 Total,,,,,,21
RO-01529,11/11/2020 NRO,,Germany,Tunisia,,20
RO-01529 Total,,,,,,20
RO-01530,10/11/2020 CRO,,Germany,Georgia,,46
"",,,Italy,Georgia,,4
RO-01530 Total,,,,,,50
RO-01532,17/11/2020 CRO,,France,Albania,,17
RO-01532 Total,,,,,,17
RO-01533,19/11/2020 NRO,,Germany,Kosovo*,,12
"",,,Germany,Albania,,44
RO-01533 Total,,,,,,56
RO-01535,26/11/2020 CRO,,France,Georgia,,4
"",,,Germany,Georgia,,31
"",,,Italy,Georgia,,5
RO-01535 Total,,,,,,40
RO-01536,26/11/2020 NRO,,Germany,North Macedonia,,17
"",,,Germany,Serbia,,14
RO-01536 Total,,,,,,31
RO-01537,24/11/2020 CRO,,France,Albania,,26
RO-01537 Total,,,,,,26
RO-01542,01/12/2020 NRO,,Germany,North Macedonia,,13
"",,,Germany,Serbia,,43
RO-01542 Total,,,,,,56
RO-01543,07/10/2020 NRO,,Germany,Bosnia & Herzegovina,,24
RO-01543 Total,,,,,,24
RO-01544,25/09/2020 NRO,,Italy,Albania,,17
RO-01544 Total,,,,,,17
RO-01545,03/12/2020 NRO,,Austria,Russia,,20
RO-01545 Total,,,,,,20
RO-01546,21/09/2020 NRO,,Italy,Tunisia,,34
RO-01546 Total,,,,,,34
RO-01547,12/11/2020 JRO,,Austria,Nigeria,,25
"",,,Bulgaria,Nigeria,,1
"",,,Germany,Nigeria,,2
"",,,Hungary,Nigeria,,2
"",,,Romania,Nigeria,,1
"",,,Sweden,Nigeria,,1
RO-01547 Total,,,,,,32
RO-01548,09/11/2020 NRO,,Germany,Ghana,,15
RO-01548 Total,,,,,,15
RO-01549,24/09/2020 JRO,,France,Georgia,,22
"",,,Spain,Georgia,,2
RO-01549 Total,,,,,,24
RO-01551,24/09/2020 NRO,,Italy,Tunisia,,38
RO-01551 Total,,,,,,38
RO-01552,17/11/2020 JRO,,France,Kosovo*,,5
"",,,Germany,Kosovo*,,30
RO-01552 Total,,,,,,35
RO-01553,28/09/2020 NRO,,Italy,Tunisia,,40
RO-01553 Total,,,,,,40
RO-01555,01/10/2020 NRO,,Italy,Tunisia,,39
RO-01555 Total,,,,,,39
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01556,04/11/2020 NRO,,Germany,Armenia,,9
RO-01556 Total,,,,,,9
RO-01557,05/10/2020 NRO,,Italy,Tunisia,,39
RO-01557 Total,,,,,,39
RO-01558,12/11/2020 JRO,,Germany,Albania,,34
"",,,Iceland,Albania,,6
RO-01558 Total,,,,,,40
RO-01559,08/10/2020 NRO,,Italy,Tunisia,,40
RO-01559 Total,,,,,,40
RO-01560,12/10/2020 NRO,,Italy,Tunisia,,39
RO-01560 Total,,,,,,39
RO-01561,17/11/2020 JRO,,Germany,Guinea,,6
"",,,Romania,Guinea,,1
RO-01561 Total,,,,,,7
RO-01562,02/12/2020 NRO,,Germany,Georgia,,39
RO-01562 Total,,,,,,39
RO-01563,21/10/2020 NRO,,Germany,Moldova,,51
RO-01563 Total,,,,,,51
RO-01564,15/10/2020 NRO,,Italy,Tunisia,,40
RO-01564 Total,,,,,,40
RO-01565,13/10/2020 NRO,,Italy,Tunisia,,37
RO-01565 Total,,,,,,37
RO-01566,11/11/2020 NRO,,Finland,Iraq,,5
RO-01566 Total,,,,,,5
RO-01568,19/10/2020 NRO,,Italy,Tunisia,,33
RO-01568 Total,,,,,,33
RO-01570,29/10/2020 JRO,,Germany,Georgia,,14
"",,,Italy,Georgia,,4
RO-01570 Total,,,,,,18
RO-01571,20/10/2020 NRO,,Italy,Tunisia,,40
RO-01571 Total,,,,,,40
RO-01572,22/10/2020 NRO,,Italy,Tunisia,,32
RO-01572 Total,,,,,,32
RO-01573,17/12/2020 JRO,,Czech Republic,Vietnam,,8
"",,,Poland,Vietnam,,14
"",,,The Netherlands,Vietnam,,2
RO-01573 Total,,,,,,24
RO-01574,23/11/2020 NRO,,Germany,Serbia,,5
"",,,Germany,Moldova,,59
RO-01574 Total,,,,,,64
RO-01575,02/12/2020 JRO,,Bulgaria,Iraq,,1
"",,,Germany,Iraq,,21
RO-01575 Total,,,,,,22
RO-01576,26/10/2020 NRO,,Italy,Tunisia,,38
RO-01576 Total,,,,,,38
RO-01577,10/11/2020 NRO,,Spain,Mauritania,,22
RO-01577 Total,,,,,,22
RO-01578,29/10/2020 NRO,,Italy,Tunisia,,36
RO-01578 Total,,,,,,36
RO-01580,01/12/2020 CRO,,France,Albania,,33
RO-01580 Total,,,,,,33
RO-01582,09/12/2020 CRO,,Belgium,Albania,,1
"",,,France,Albania,,22
"",,,The Netherlands,Albania,,2
RO-01582 Total,,,,,,25
RO-ID,Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,
RO-01583,10/12/2020 NRO,,Germany,North Macedonia,,46
"",,,Germany,Serbia,,15
RO-01583 Total,,,,,,61
RO-01584,11/12/2020 NRO,,Germany,Serbia,,7
"",,,Germany,Moldova,,42
RO-01584 Total,,,,,,49
RO-01585,17/12/2020 CRO,,Germany,Georgia,,26
"",,,Italy,Georgia,,3
RO-01585 Total,,,,,,29
RO-01586,09/12/2020 NRO,,Germany,Tunisia,,21
RO-01586 Total,,,,,,21
RO-01587,15/12/2020 CRO,,France,Albania,,30
RO-01587 Total,,,,,,30
RO-01588,23/12/2020 CRO,,France,Albania,,26
RO-01588 Total,,,,,,26
RO-01589,29/12/2020 CRO,,France,Albania,,22
RO-01589 Total,,,,,,22
RO-01590,08/12/2020 NRO,,Germany,Armenia,,31
RO-01590 Total,,,,,,31
RO-01591,10/12/2020 JRO,,Austria,Nigeria,,17
"",,,Germany,Nigeria,,24
"",,,Poland,Nigeria,,1
"",,,Slovakia,Nigeria,,1
RO-01591 Total,,,,,,43
RO-01592,15/12/2020 JRO,,Austria,Afghanistan,,10
"",,,Bulgaria,Afghanistan,,1
"",,,Sweden,Afghanistan,,0
RO-01592 Total,,,,,,11
RO-01593,03/12/2020 NRO,,Spain,Georgia,,18
"",,,Spain,Albania,,22
RO-01593 Total,,,,,,40
RO-01594,16/12/2020 NRO,,Germany,Guinea,,13
RO-01594 Total,,,,,,13
RO-01595,18/12/2020 NRO,,Germany,Ukraine,,35
RO-01595 Total,,,,,,35
RO-01596,21/12/2020 NRO,,Germany,Ghana,,2
RO-01596 Total,,,,,,2
RO-01597,16/12/2020 NRO,,Germany,Afghanistan,,30
RO-01597 Total,,,,,,30
RO-01598,01/12/2020 NRO,,Italy,Tunisia,,30
RO-01598 Total,,,,,,30
RO-01599,18/12/2020 NRO,,The Netherlands,Nigeria,,8
RO-01599 Total,,,,,,8
RO-01600,10/12/2020 NRO,,Germany,Albania,,28
RO-01600 Total,,,,,,28
RO-01601,16/12/2020 NRO,,Spain,Colombia,,84
"",,,Spain,Dominican Rep,,9
RO-01601 Total,,,,,,93
RO-01602,03/12/2020 NRO,,Italy,Tunisia,,29
RO-01602 Total,,,,,,29
RO-01603,28/12/2020 NRO,,Romania,Vietnam,,25
RO-01603 Total,,,,,,25
RO-01622,07/12/2020 NRO,,Italy,Tunisia,,29
RO-01622 Total,,,,,,29
RO-01623,10/12/2020 NRO,,Italy,Tunisia,,25
RO-ID Date of Departure type of operation,,MSSAC,Destination(s),Number of TCNs,,
RO-01623 Total,,,,,,25
RO-01624 16/12/2020 NRO,,France,Georgia,,,12
RO-01624 Total,,,,,,12
RO-01629 15/12/2020 NRO,,Italy,Tunisia,,,32
RO-01629 Total,,,,,,32
RO-01630 14/12/2020 NRO,,Italy,Tunisia,,,28
RO-01630 Total,,,,,,28
RO-01631 17/12/2020 NRO,,Italy,Tunisia,,,13
RO-01631 Total,,,,,,13
RO-01633 21/12/2020 NRO,,Italy,Tunisia,,,12
RO-01633 Total,,,,,,12
RO-01634 22/12/2020 NRO,,Italy,Tunisia,,,17
RO-01634 Total,,,,,,17
CRO – Collecting return operation / JRO – Joint return operation / NRO – National return operation,,,,,,
MSSAC - Member State/Schengen Associated Country,,,,,,
TCNs - Third Country Nationals,,,,,,
"* This designation is without prejudice to positions on status, and is in line with UNSCR 1244 and the ICJ Opinion on the Kosovo* declaration of Independence",,,,,,
